Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,Sauvignon Blanc,2020,2,3503,9964298.52,6058036.1
Sucursal Norte,Cabernet Sauvignon,2020,3,4655,15052527.87,11980272.53
Sucursal Norte,Merlot,2020,3,4037,10361313.28,7888589.25
Sucursal Norte,Pinot Noir,2020,3,2800,9777905.35,7232329.47
Sucursal Norte,Chardonnay,2020,3,4290,13074136.68,9512930.2
Sucursal Norte,Sauvignon Blanc,2020,3,3233,8524392.53,5744527.77
Sucursal Centro,Cabernet Sauvignon,2020,3,5371,17181044.42,13368489.31
Sucursal Centro,Merlot,2020,3,4109,9483409.79,6346467.82
Sucursal Centro,Pinot Noir,2020,3,3022,9734999.96,5930625.22
Sucursal Centro,Chardonnay,2020,3,4464,11355491.86,8278996.99
Sucursal Centro,Sauvignon Blanc,2020,3,3610,9025773.32,6459253.3
Sucursal Sur,Cabernet Sauvignon,2020,3,5297,15106747.06,9547473.52
Sucursal Sur,Merlot,2020,3,4031,9341653.89,7242116.55
Sucursal Sur,Pinot Noir,2020,3,2841,9014677.6,5961020.67
Sucursal Sur,Chardonnay,2020,3,4454,11641258.37,8595542.71
Sucursal Sur,Sauvignon Blanc,2020,3,3849,9215019.67,6612741.7
Sucursal Norte,Cabernet Sauvignon,2020,4,4740,13305888.63,9209707.39
Sucursal Norte,Merlot,2020,4,3679,9614170.01,7395352.89
Sucursal Norte,Pinot Noir,2020,4,2766,9353354.92,7059761.87
Sucursal Norte,Chardonnay,2020,4,4795,12995910.53,10003719.68
Sucursal Norte,Sauvignon Blanc,2020,4,3573,8757650.76,6292990.23
Sucursal Centro,Cabernet Sauvignon,2020,4,5056,15934244.69,10756171.35
Sucursal Centro,Merlot,2020,4,4213,11056141.06,8399024.81
Sucursal Centro,Pinot Noir,2020,4,3095,10196241.14,6879479.68
Sucursal Centro,Chardonnay,2020,4,4675,14035509.26,9090880.39
Sucursal Centro,Sauvignon Blanc,2020,4,3321,8482738.6,6091048.77
Sucursal Sur,Cabernet Sauvignon,2020,4,4674,13575257.26,8824915.52
Sucursal Sur,Merlot,2020,4,3901,10603504.5,6797102.35
Sucursal Sur,Pinot Noir,2020,4,3139,11185116.37,8395702.89
Sucursal Sur,Chardonnay,2020,4,4360,11577829.52,8689400.9
Sucursal Sur,Sauvignon Blanc,2020,4,3464,8638348.99,6838909.53
Sucursal Norte,Cabernet Sauvignon,2020,5,5258,14773278.57,8954140.44
Sucursal Norte,Merlot,2020,5,3691,8513953.54,5601457.93
Sucursal Norte,Pinot Noir,2020,5,3138,11592403.55,8458356.3
Sucursal Norte,Chardonnay,2020,5,4866,13630920.98,8290422.55
Sucursal Norte,Sauvignon Blanc,2020,5,3258,9017084.86,6455708.17
Sucursal Centro,Cabernet Sauvignon,2020,5,4791,13052891.07,8255489.21
Sucursal Centro,Merlot,2020,5,4155,10890014.45,6882259.52
Sucursal Centro,Pinot Noir,2020,5,3215,11696431.43,8458771.03
Sucursal Centro,Chardonnay,2020,5,4786,13745502.74,9072907.42
Sucursal Centro,Sauvignon Blanc,2020,5,3741,9099873.93,6507048.36
Sucursal Sur,Cabernet Sauvignon,2020,5,4711,14035445.28,10989497.18
Sucursal Sur,Merlot,2020,5,4286,9726648.11,7192464.83
Sucursal Sur,Pinot Noir,2020,5,2935,10040246.0,7618071.39
Sucursal Sur,Chardonnay,2020,5,4553,13319009.71,9087462.6
Sucursal Sur,Sauvignon Blanc,2020,5,3252,9167670.3,6241239.06
Sucursal Norte,Cabernet Sauvignon,2020,6,4598,14003340.49,10170531.58
Sucursal Norte,Merlot,2020,6,4228,10640591.5,8280406.39
Sucursal Norte,Pinot Noir,2020,6,2782,10390342.9,7787142.25
Sucursal Norte,Chardonnay,2020,6,4445,11676685.46,8778349.87
Sucursal Norte,Sauvignon Blanc,2020,6,3224,8572076.3,5268731.05
Sucursal Centro,Cabernet Sauvignon,2020,6,5287,16187528.31,11706589.88
Sucursal Centro,Merlot,2020,6,3671,9125061.22,5740178.62
Sucursal Centro,Pinot Noir,2020,6,2702,10244631.81,7934133.12
Sucursal Centro,Chardonnay,2020,6,4245,10794152.04,7515114.68
Sucursal Centro,Sauvignon Blanc,2020,6,3824,10707426.95,7654102.2
Sucursal Sur,Cabernet Sauvignon,2020,6,4570,13962647.23,8628302.02
Sucursal Sur,Merlot,2020,6,4127,9882041.37,6992767.72
Sucursal Sur,Pinot Noir,2020,6,2796,9002750.04,6626911.5
Sucursal Sur,Chardonnay,2020,6,4815,13032770.54,8140815.48
Sucursal Sur,Sauvignon Blanc,2020,6,3150,7546674.74,4713338.45
Sucursal Norte,Cabernet Sauvignon,2020,7,5078,13879540.15,8616788.43
Sucursal Norte,Merlot,2020,7,4211,9644250.18,7358132.26
Sucursal Norte,Pinot Noir,2020,7,2756,9397115.93,6057480.56
Sucursal Norte,Chardonnay,2020,7,4834,13814085.74,8668893.1
Sucursal Norte,Sauvignon Blanc,2020,7,3317,8724466.27,6286459.71
Sucursal Centro,Cabernet Sauvignon,2020,7,5433,16858021.79,12755535.36
Sucursal Centro,Merlot,2020,7,3759,9683443.53,7599947.09
Sucursal Centro,Pinot Noir,2020,7,2958,9743823.28,7323746.39
Sucursal Centro,Chardonnay,2020,7,4058,12221060.73,9602904.03
Sucursal Centro,Sauvignon Blanc,2020,7,3344,8013688.93,6055253.75
Sucursal Sur,Cabernet Sauvignon,2020,7,5007,16506033.05,11189611.95
Sucursal Sur,Merlot,2020,7,3991,9644830.12,7217037.64
Sucursal Sur,Pinot Noir,2020,7,2839,9730404.88,5941193.01
Sucursal Sur,Chardonnay,2020,7,4139,10550244.01,7971514.69
Sucursal Sur,Sauvignon Blanc,2020,7,3663,10177701.57,7372204.94
Sucursal Norte,Cabernet Sauvignon,2020,8,5017,15498746.0,10368762.5
Sucursal Norte,Merlot,2020,8,3683,8945893.99,6463615.46
Sucursal Norte,Pinot Noir,2020,8,3298,11975332.6,9396554.28
Sucursal Norte,Chardonnay,2020,8,4896,14951954.3,11918804.11
Sucursal Norte,Sauvignon Blanc,2020,8,3219,8998246.27,6177161.26
Sucursal Centro,Cabernet Sauvignon,2020,8,5207,16797388.54,10211271.41
Sucursal Centro,Merlot,2020,8,4344,9888584.97,7240806.94
Sucursal Centro,Pinot Noir,2020,8,2776,10056759.12,7313328.05
Sucursal Centro,Chardonnay,2020,8,4380,12395516.23,8255233.74
Sucursal Centro,Sauvignon Blanc,2020,8,3354,8257871.66,5619234.48
Sucursal Sur,Cabernet Sauvignon,2020,8,5352,17350292.33,12449320.72
Sucursal Sur,Merlot,2020,8,3900,8945626.95,5975986.57
Sucursal Sur,Pinot Noir,2020,8,3064,11593204.8,7481319.85
Sucursal Sur,Chardonnay,2020,8,4700,12493546.27,7580199.88
Sucursal Sur,Sauvignon Blanc,2020,8,3770,9885754.55,6636960.07
Sucursal Norte,Cabernet Sauvignon,2020,9,4646,14792652.46,9904208.95
Sucursal Norte,Merlot,2020,9,4205,9911909.93,6988265.27
Sucursal Norte,Pinot Noir,2020,9,3134,11005405.04,6952777.68
Sucursal Norte,Chardonnay,2020,9,4847,12436878.94,7483263.91
Sucursal Norte,Sauvignon Blanc,2020,9,3262,7973398.53,5214286.66
Sucursal Centro,Cabernet Sauvignon,2020,9,5257,14685195.29,9123228.08
Sucursal Centro,Merlot,2020,9,3668,9883511.58,6124007.42
Sucursal Centro,Pinot Noir,2020,9,3163,11398324.94,7653037.29
Sucursal Centro,Chardonnay,2020,9,4095,12135051.36,9443995.89
Sucursal Centro,Sauvignon Blanc,2020,9,3777,9916307.16,7797955.18
Sucursal Sur,Cabernet Sauvignon,2020,9,4774,13558084.17,10173371.67
Sucursal Sur,Merlot,2020,9,3814,10008611.57,7281289.55
Sucursal Sur,Pinot Noir,2020,9,3081,10398206.94,6597390.94
Sucursal Sur,Chardonnay,2020,9,4513,13402591.46,10292479.75
Sucursal Sur,Sauvignon Blanc,2020,9,3532,9885962.09,7347285.38
Sucursal Norte,Cabernet Sauvignon,2020,10,4703,15089431.14,10612613.23
Sucursal Norte,Merlot,2020,10,4118,9806610.12,6056447.14
Sucursal Norte,Pinot Noir,2020,10,2913,9800004.08,6260764.54
Sucursal Norte,Chardonnay,2020,10,4755,13743544.95,8349314.03
Sucursal Norte,Sauvignon Blanc,2020,10,3442,9478538.31,6429388.74
Sucursal Centro,Cabernet Sauvignon,2020,10,5316,16930444.1,10954539.95
Sucursal Centro,Merlot,2020,10,4278,9826382.26,7062571.29
Sucursal Centro,Pinot Noir,2020,10,3132,10208141.57,6469457.53
Sucursal Centro,Chardonnay,2020,10,4399,11942077.07,8474764.9
Sucursal Centro,Sauvignon Blanc,2020,10,3626,9827808.36,7604715.13
Sucursal Sur,Cabernet Sauvignon,2020,10,4748,13257401.78,9925316.1
Sucursal Sur,Merlot,2020,10,3792,9025811.0,6107392.22
Sucursal Sur,Pinot Noir,2020,10,3200,11105032.66,8335351.59
Sucursal Sur,Chardonnay,2020,10,4202,11745328.23,8637873.46
Sucursal Sur,Sauvignon Blanc,2020,10,3390,9028645.43,6307531.26
Sucursal Norte,Cabernet Sauvignon,2020,11,4608,13910919.0,10845434.78
Sucursal Norte,Merlot,2020,11,3809,9582142.35,7606374.43
Sucursal Norte,Pinot Noir,2020,11,3197,10493209.87,8086498.79
Sucursal Norte,Chardonnay,2020,11,4847,12826468.83,8660576.79
Sucursal Norte,Sauvignon Blanc,2020,11,3213,8296485.53,6109664.84
Sucursal Centro,Cabernet Sauvignon,2020,11,5415,16453883.51,11527393.01
Sucursal Centro,Merlot,2020,11,3778,10041546.95,7063572.09
Sucursal Centro,Pinot Noir,2020,11,3160,10241330.49,6650213.43
Sucursal Centro,Chardonnay,2020,11,4827,14348592.93,9653433.71
Sucursal Centro,Sauvignon Blanc,2020,11,3568,9199980.15,5647217.81
Sucursal Sur,Cabernet Sauvignon,2020,11,5270,16415475.01,12528884.93
Sucursal Sur,Merlot,2020,11,3763,9612634.68,7477356.18
Sucursal Sur,Pinot Noir,2020,11,2972,9761341.25,6244853.8
Sucursal Sur,Chardonnay,2020,11,4348,12467646.67,8033148.79
Sucursal Sur,Sauvignon Blanc,2020,11,3849,9480275.72,6474167.02
Sucursal Norte,Cabernet Sauvignon,2020,12,4692,13458881.7,8856302.77
Sucursal Norte,Merlot,2020,12,4276,9816749.26,6285649.71
Sucursal Norte,Pinot Noir,2020,12,3050,11019165.59,7186841.81
Sucursal Norte,Chardonnay,2020,12,4224,11571239.07,7923111.23
Sucursal Norte,Sauvignon Blanc,2020,12,3369,9048431.81,6063651.91
Sucursal Centro,Cabernet Sauvignon,2020,12,4736,13909834.53,10022812.36
Sucursal Centro,Merlot,2020,12,4295,10215096.02,7274420.68
Sucursal Centro,Pinot Noir,2020,12,3105,10738427.63,6732409.72
Sucursal Centro,Chardonnay,2020,12,4653,13574790.11,10216617.55
Sucursal Centro,Sauvignon Blanc,2020,12,3311,7897962.55,6054425.79
Sucursal Sur,Cabernet Sauvignon,2020,12,5059,13711155.97,10133458.64
Sucursal Sur,Merlot,2020,12,3976,10131046.38,7522942.9
Sucursal Sur,Pinot Noir,2020,12,3026,10804675.29,6604971.67
Sucursal Sur,Chardonnay,2020,12,4728,13288730.05,9536951.73
Sucursal Sur,Sauvignon Blanc,2020,12,3209,8344038.02,6468395.17
Sucursal Norte,Cabernet Sauvignon,2021,1,5410,17904912.52,13677713.6
Sucursal Norte,Merlot,2021,1,3600,10310091.82,7393442.46
Sucursal Norte,Pinot Noir,2021,1,3785,18876063.0,11971137.16
Sucursal Norte,Chardonnay,2021,1,5237,16738684.41,13328114.41
Sucursal Norte,Sauvignon Blanc,2021,1,3200,9328427.55,6488014.1
Sucursal Centro,Cabernet Sauvignon,2021,1,5192,17242917.23,11996148.07
Sucursal Centro,Merlot,2021,1,3600,9664820.85,6036485.3
Sucursal Centro,Pinot Noir,2021,1,3431,14798144.55,11403874.07
Sucursal Centro,Chardonnay,2021,1,5383,18761483.35,11363058.31
Sucursal Centro,Sauvignon Blanc,2021,1,3417,10019983.36,7414817.36
Sucursal Sur,Cabernet Sauvignon,2021,1,5719,20077149.25,12820787.24
Sucursal Sur,Merlot,2021,1,4273,11262142.29,8218313.55
Sucursal Sur,Pinot Noir,2021,1,3464,17289823.28,13647207.77
Sucursal Sur,Chardonnay,2021,1,4605,16127263.66,12408533.09
Sucursal Sur,Sauvignon Blanc,2021,1,3528,9223027.23,5649744.22
Sucursal Norte,Cabernet Sauvignon,2021,2,5565,18925811.53,13237413.86
Sucursal Norte,Merlot,2021,2,3828,10462695.98,8169067.93
Sucursal Norte,Pinot Noir,2021,2,3440,16012678.0,12522701.26
Sucursal Norte,Chardonnay,2021,2,5218,18111912.83,12715763.11
Sucursal Norte,Sauvignon Blanc,2021,2,3546,10270210.97,6463097.47
Sucursal Centro,Cabernet Sauvignon,2021,2,5327,18243375.84,11595149.95
Sucursal Centro,Merlot,2021,2,4334,12921131.92,9905977.26
Sucursal Centro,Pinot Noir,2021,2,3445,14874381.2,10861825.7
Sucursal Centro,Chardonnay,2021,2,4637,16947141.73,13286058.37
Sucursal Centro,Sauvignon Blanc,2021,2,3849,11116360.78,8330876.07
Sucursal Sur,Cabernet Sauvignon,2021,2,5232,18609412.92,14281962.42
Sucursal Sur,Merlot,2021,2,3799,10884715.73,8221576.13
Sucursal Sur,Pinot Noir,2021,2,3670,18323620.31,13015731.1
Sucursal Sur,Chardonnay,2021,2,5027,18383582.85,14652128.28
Sucursal Sur,Sauvignon Blanc,2021,2,3357,9265058.5,5703923.95
Sucursal Norte,Cabernet Sauvignon,2021,3,5545,18219285.45,12757342.97
Sucursal Norte,Merlot,2021,3,3716,11020517.58,6861998.65
Sucursal Norte,Pinot Noir,2021,3,3353,13948782.21,10868970.4
Sucursal Norte,Chardonnay,2021,3,5142,17418595.81,11883391.67
Sucursal Norte,Sauvignon Blanc,2021,3,3655,10679880.07,7463529.28
Sucursal Centro,Cabernet Sauvignon,2021,3,5833,21492408.24,15687192.47
Sucursal Centro,Merlot,2021,3,4252,12130641.56,7700929.63
Sucursal Centro,Pinot Noir,2021,3,3876,18085658.12,11977729.49
Sucursal Centro,Chardonnay,2021,3,5097,16370531.35,13093174.61
Sucursal Centro,Sauvignon Blanc,2021,3,3835,11787466.19,9041054.28
Sucursal Sur,Cabernet Sauvignon,2021,3,5272,19567157.51,13511745.4
Sucursal Sur,Merlot,2021,3,3942,9925504.64,6175871.47
Sucursal Sur,Pinot Noir,2021,3,3933,18624089.12,14524005.61
Sucursal Sur,Chardonnay,2021,3,4816,15723055.93,10751303.68
Sucursal Sur,Sauvignon Blanc,2021,3,3209,8277392.42,5131472.61
Sucursal Norte,Cabernet Sauvignon,2021,4,5363,17625329.39,13870114.85
Sucursal Norte,Merlot,2021,4,3868,11235359.86,8566297.35
Sucursal Norte,Pinot Noir,2021,4,3273,13691207.33,9776910.09
Sucursal Norte,Chardonnay,2021,4,4485,15135687.49,11634523.13
Sucursal Norte,Sauvignon Blanc,2021,4,3269,9418630.17,7467198.68
Sucursal Centro,Cabernet Sauvignon,2021,4,5656,21143251.79,14221392.54
Sucursal Centro,Merlot,2021,4,3862,10298588.68,6434793.73
Sucursal Centro,Pinot Noir,2021,4,3698,15361050.07,10920128.61
Sucursal Centro,Chardonnay,2021,4,5420,19326052.43,14162466.2
Sucursal Centro,Sauvignon Blanc,2021,4,3493,10284782.7,7276740.69
Sucursal Sur,Cabernet Sauvignon,2021,4,5485,19383519.33,13790090.27
Sucursal Sur,Merlot,2021,4,3627,9843309.15,6233463.65
Sucursal Sur,Pinot Noir,2021,4,3269,14201498.26,10050774.0
Sucursal Sur,Chardonnay,2021,4,4598,14832866.52,10502300.46
Sucursal Sur,Sauvignon Blanc,2021,4,3205,10027347.18,7299327.97
Sucursal Norte,Cabernet Sauvignon,2021,5,5547,18027950.52,11685147.41
Sucursal Norte,Merlot,2021,5,4303,12028847.41,8352527.14
Sucursal Norte,Pinot Noir,2021,5,3772,16360818.8,12911154.71
Sucursal Norte,Chardonnay,2021,5,5439,19886986.57,15788835.37
Sucursal Norte,Sauvignon Blanc,2021,5,3656,11420309.03,8140481.54
Sucursal Centro,Cabernet Sauvignon,2021,5,5785,21140410.92,15287062.19
Sucursal Centro,Merlot,2021,5,4021,11816348.95,9357992.39
Sucursal Centro,Pinot Noir,2021,5,3578,16598566.86,11382492.45
Sucursal Centro,Chardonnay,2021,5,5353,16414157.62,10496920.93
Sucursal Centro,Sauvignon Blanc,2021,5,3603,11019874.71,7623313.95
Sucursal Sur,Cabernet Sauvignon,2021,5,5714,22059809.05,15035541.21
Sucursal Sur,Merlot,2021,5,4001,10675442.81,8427534.1
Sucursal Sur,Pinot Noir,2021,5,3486,15755205.2,11713718.5
Sucursal Sur,Chardonnay,2021,5,4891,16077392.73,11235032.83
Sucursal Sur,Sauvignon Blanc,2021,5,3428,10496636.55,8351014.61
Sucursal Norte,Cabernet Sauvignon,2021,6,4953,19153698.75,12702279.08
Sucursal Norte,Merlot,2021,6,3996,10320657.98,7208495.35
Sucursal Norte,Pinot Noir,2021,6,3672,16890197.98,11738170.4
Sucursal Norte,Chardonnay,2021,6,5166,18114139.43,12084441.59
Sucursal Norte,Sauvignon Blanc,2021,6,3664,9806622.63,7641006.5
Sucursal Centro,Cabernet Sauvignon,2021,6,4967,18234773.42,12961277.89
Sucursal Centro,Merlot,2021,6,4230,11363296.29,9060763.7
Sucursal Centro,Pinot Noir,2021,6,3938,17156692.03,13171934.11
Sucursal Centro,Chardonnay,2021,6,5340,19368644.43,12977246.49
Sucursal Centro,Sauvignon Blanc,2021,6,3711,10043221.83,6378894.49
Sucursal Sur,Cabernet Sauvignon,2021,6,5467,19538679.13,12934037.17
Sucursal Sur,Merlot,2021,6,3843,11518919.03,8186150.57
Sucursal Sur,Pinot Noir,2021,6,3692,15860608.93,11413135.67
Sucursal Sur,Chardonnay,2021,6,5275,16889716.05,11164517.25
Sucursal Sur,Sauvignon Blanc,2021,6,3406,9569772.05,7314441.21
Sucursal Norte,Cabernet Sauvignon,2021,7,5339,18679109.44,14160961.78
Sucursal Norte,Merlot,2021,7,4146,11264418.32,7605764.89
Sucursal Norte,Pinot Noir,2021,7,3593,15454048.85,11617319.85
Sucursal Norte,Chardonnay,2021,7,5020,16696580.18,10835327.62
Sucursal Norte,Sauvignon Blanc,2021,7,3384,9212906.25,5611267.16
Sucursal Centro,Cabernet Sauvignon,2021,7,5524,18309278.83,11279265.97
Sucursal Centro,Merlot,2021,7,3778,11188673.99,8636439.5
Sucursal Centro,Pinot Noir,2021,7,3432,14448064.67,9896545.0
Sucursal Centro,Chardonnay,2021,7,4578,14807452.49,9663341.52
Sucursal Centro,Sauvignon Blanc,2021,7,3404,8792976.18,6721785.5
Sucursal Sur,Cabernet Sauvignon,2021,7,5162,18714166.41,14037214.64
Sucursal Sur,Merlot,2021,7,4096,11313777.77,7065649.74
Sucursal Sur,Pinot Noir,2021,7,3387,15645774.38,10021332.97
Sucursal Sur,Chardonnay,2021,7,4883,17822343.14,12183006.39
Sucursal Sur,Sauvignon Blanc,2021,7,3549,10476338.36,7226464.99
Sucursal Norte,Cabernet Sauvignon,2021,8,5898,22924111.33,15602705.81
Sucursal Norte,Merlot,2021,8,4206,12401034.52,9501419.65
Sucursal Norte,Pinot Noir,2021,8,3858,16148243.55,12419421.98
Sucursal Norte,Chardonnay,2021,8,4833,16118868.67,12148702.42
Sucursal Norte,Sauvignon Blanc,2021,8,3790,10483592.04,7213377.24
Sucursal Centro,Cabernet Sauvignon,2021,8,5159,19476354.89,14360975.66
Sucursal Centro,Merlot,2021,8,4263,12200542.67,8568429.55
Sucursal Centro,Pinot Noir,2021,8,3523,15524085.37,9607766.97
Sucursal Centro,Chardonnay,2021,8,5049,15923382.42,10608565.95
Sucursal Centro,Sauvignon Blanc,2021,8,3302,9121307.39,5918612.0
Sucursal Sur,Cabernet Sauvignon,2021,8,5139,19637484.78,12138209.85
Sucursal Sur,Merlot,2021,8,3873,11369668.58,7478693.02
Sucursal Sur,Pinot Noir,2021,8,3661,16211742.15,10414796.44
Sucursal Sur,Chardonnay,2021,8,5323,18826452.15,12346252.5
Sucursal Sur,Sauvignon Blanc,2021,8,3330,9475722.94,6880748.67
Sucursal Norte,Cabernet Sauvignon,2021,9,5506,19378683.99,13076575.61
Sucursal Norte,Merlot,2021,9,3639,9360857.76,5976169.98
Sucursal Norte,Pinot Noir,2021,9,3865,16417047.8,11129726.92
Sucursal Norte,Chardonnay,2021,9,5039,15857753.6,10056702.69
Sucursal Norte,Sauvignon Blanc,2021,9,3508,9340132.21,6822536.13
Sucursal Centro,Cabernet Sauvignon,2021,9,5717,21252170.41,16260803.46
Sucursal Centro,Merlot,2021,9,3628,10339781.28,7053174.26
Sucursal Centro,Pinot Noir,2021,9,3900,15980087.42,12585668.66
Sucursal Centro,Chardonnay,2021,9,5285,19218067.98,13424581.62
Sucursal Centro,Sauvignon Blanc,2021,9,3520,10341966.18,7708696.24
Sucursal Sur,Cabernet Sauvignon,2021,9,5403,20204106.86,14916210.11
Sucursal Sur,Merlot,2021,9,3688,10306398.25,7938717.37
Sucursal Sur,Pinot Noir,2021,9,3861,18737659.21,12159344.45
Sucursal Sur,Chardonnay,2021,9,4641,16403489.29,12858804.67
Sucursal Sur,Sauvignon Blanc,2021,9,3439,10513975.49,7384788.21
Sucursal Norte,Cabernet Sauvignon,2021,10,5823,22049715.63,13724655.73
Sucursal Norte,Merlot,2021,10,3911,11759353.55,7623041.67
Sucursal Norte,Pinot Noir,2021,10,3542,16083969.71,9805476.12
Sucursal Norte,Chardonnay,2021,10,4663,16155452.88,9703382.23
Sucursal Norte,Sauvignon Blanc,2021,10,3240,8777805.69,5478799.67
Sucursal Centro,Cabernet Sauvignon,2021,10,5939,20805098.32,15953615.33
Sucursal Centro,Merlot,2021,10,3678,10876332.17,7127148.46
Sucursal Centro,Pinot Noir,2021,10,3601,16610206.48,10086367.45
Sucursal Centro,Chardonnay,2021,10,4742,16975388.79,13049240.99
Sucursal Centro,Sauvignon Blanc,2021,10,3791,11833947.13,7353957.12
Sucursal Sur,Cabernet Sauvignon,2021,10,5907,20969437.82,12836689.44
Sucursal Sur,Merlot,2021,10,3936,11863121.02,7381408.33
Sucursal Sur,Pinot Noir,2021,10,3417,16926751.13,11146391.79
Sucursal Sur,Chardonnay,2021,10,5338,16306342.09,10586455.52
Sucursal Sur,Sauvignon Blanc,2021,10,3784,10175761.0,7576391.44
Sucursal Norte,Cabernet Sauvignon,2021,11,5222,19934136.42,14479791.24
Sucursal Norte,Merlot,2021,11,3663,9109929.41,6867649.35
Sucursal Norte,Pinot Noir,2021,11,3628,15111321.2,10505626.01
Sucursal Norte,Chardonnay,2021,11,4747,16054899.63,12797943.08
Sucursal Norte,Sauvignon Blanc,2021,11,3508,10508632.36,7477825.81
Sucursal Centro,Cabernet Sauvignon,2021,11,5794,20559247.6,14915952.64
Sucursal Centro,Merlot,2021,11,4062,10329901.37,6810754.02
Sucursal Centro,Pinot Noir,2021,11,3297,14579164.76,9509761.5
Sucursal Centro,Chardonnay,2021,11,5156,15627151.74,10256095.58
Sucursal Centro,Sauvignon Blanc,2021,11,3631,10177459.12,7371259.64
Sucursal Sur,Cabernet Sauvignon,2021,11,5519,20285937.5,13833228.03
Sucursal Sur,Merlot,2021,11,4117,10803498.97,8280087.93
Sucursal Sur,Pinot Noir,2021,11,3373,14451340.74,8793338.52
Sucursal Sur,Chardonnay,2021,11,5119,16869769.66,12269959.7
Sucursal Sur,Sauvignon Blanc,2021,11,3710,10806601.76,8299526.93
Sucursal Norte,Cabernet Sauvignon,2021,12,5196,19394167.92,13463569.76
Sucursal Norte,Merlot,2021,12,4177,11993796.02,7869400.68
Sucursal Norte,Pinot Noir,2021,12,3535,16751375.2,11934004.43
Sucursal Norte,Chardonnay,2021,12,4800,16924403.39,10802673.4
Sucursal Norte,Sauvignon Blanc,2021,12,3820,11656676.31,7924790.58
Sucursal Centro,Cabernet Sauvignon,2021,12,5372,20375860.68,12845642.04
Sucursal Centro,Merlot,2021,12,3649,10617346.28,8031037.31
Sucursal Centro,Pinot Noir,2021,12,3700,17239490.45,13706048.81
Sucursal Centro,Chardonnay,2021,12,5250,19365642.65,14023606.89
Sucursal Centro,Sauvignon Blanc,2021,12,3210,9806807.76,7641590.43
Sucursal Sur,Cabernet Sauvignon,2021,12,5291,20276498.34,16131920.34
Sucursal Sur,Merlot,2021,12,3730,9805221.68,7448068.84
Sucursal Sur,Pinot Noir,2021,12,3793,17548499.98,11643075.18
Sucursal Sur,Chardonnay,2021,12,5179,17724902.72,13455562.32
Sucursal Sur,Sauvignon Blanc,2021,12,3725,11405036.35,7928789.4
Sucursal Norte,Cabernet Sauvignon,2022,1,6342,28603544.06,18380474.37
Sucursal Norte,Merlot,2022,1,3829,10586510.92,7273428.05
Sucursal Norte,Pinot Noir,2022,1,4014,24528304.78,15106245.85
Sucursal Norte,Chardonnay,2022,1,5287,20870860.12,16157244.82
Sucursal Norte,Sauvignon Blanc,2022,1,3476,10677907.24,8072573.34
Sucursal Centro,Cabernet Sauvignon,2022,1,5982,26058116.96,18718456.19
Sucursal Centro,Merlot,2022,1,4397,14361475.9,10699419.37
Sucursal Centro,Pinot Noir,2022,1,4055,26236528.11,17531440.11
Sucursal Centro,Chardonnay,2022,1,5573,24457659.43,17568626.58
Sucursal Centro,Sauvignon Blanc,2022,1,3296,9793396.03,6334528.22
