Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Centro,Sprite,2020,9,8752,15728464.47,10538153.56
Sucursal Centro,7 Up,2020,9,903,1340613.39,904678.71
Sucursal Centro,Pepsi,2020,9,7852,14282642.01,11282974.77
Sucursal Sur,Coca Cola,2020,9,10024,20193543.71,13388520.66
Sucursal Sur,Fanta,2020,9,1923,3446302.09,2508979.22
Sucursal Sur,Sprite,2020,9,7539,14773713.15,10267721.95
Sucursal Sur,7 Up,2020,9,1014,1486923.94,1075621.82
Sucursal Sur,Pepsi,2020,9,8036,12490989.38,8388374.02
Sucursal Norte,Coca Cola,2020,10,10964,22509453.39,17733875.13
Sucursal Norte,Fanta,2020,10,1904,3177788.9,2510397.29
Sucursal Norte,Sprite,2020,10,7375,13550661.04,9526646.8
Sucursal Norte,7 Up,2020,10,1029,1659762.99,1204668.98
Sucursal Norte,Pepsi,2020,10,8136,12696805.75,7684565.12
Sucursal Centro,Coca Cola,2020,10,10831,19942692.76,14251962.44
Sucursal Centro,Fanta,2020,10,1884,3392420.59,2169635.63
Sucursal Centro,Sprite,2020,10,8218,14705909.19,9590520.67
Sucursal Centro,7 Up,2020,10,1011,1594512.2,1053965.46
Sucursal Centro,Pepsi,2020,10,8744,14427614.39,9949538.35
Sucursal Sur,Coca Cola,2020,10,9049,19372240.46,13716973.77
Sucursal Sur,Fanta,2020,10,2041,3535117.04,2743371.46
Sucursal Sur,Sprite,2020,10,8373,14457812.92,11075477.79
Sucursal Sur,7 Up,2020,10,945,1487673.47,956513.0
Sucursal Sur,Pepsi,2020,10,8395,12873635.13,10053548.56
Sucursal Norte,Coca Cola,2020,11,9285,17180344.31,11268603.1
Sucursal Norte,Fanta,2020,11,2143,4042573.52,2674197.88
Sucursal Norte,Sprite,2020,11,8086,15719476.92,11787962.02
Sucursal Norte,7 Up,2020,11,957,1418087.51,1094694.64
Sucursal Norte,Pepsi,2020,11,7560,11817641.61,7220549.2
Sucursal Centro,Coca Cola,2020,11,9778,18266774.43,13443758.98
Sucursal Centro,Fanta,2020,11,1862,3105975.73,2228734.72
Sucursal Centro,Sprite,2020,11,8328,16455396.01,12799931.72
Sucursal Centro,7 Up,2020,11,919,1279107.47,968237.67
Sucursal Centro,Pepsi,2020,11,7461,12278827.61,9491388.12
Sucursal Sur,Coca Cola,2020,11,9031,17554214.78,11614447.21
Sucursal Sur,Fanta,2020,11,1859,3066660.75,2018182.09
Sucursal Sur,Sprite,2020,11,8689,16663158.89,12599218.11
Sucursal Sur,7 Up,2020,11,1069,1490019.16,1091705.54
Sucursal Sur,Pepsi,2020,11,7754,13160612.35,8412109.58
Sucursal Norte,Coca Cola,2020,12,10017,21600571.71,16345621.12
Sucursal Norte,Fanta,2020,12,1896,3427747.23,2066946.32
Sucursal Norte,Sprite,2020,12,7411,15406450.58,9324415.94
Sucursal Norte,7 Up,2020,12,1004,1456748.42,967619.59
Sucursal Norte,Pepsi,2020,12,8014,13950294.96,11014500.29
Sucursal Centro,Coca Cola,2020,12,9148,18936692.04,12551859.65
Sucursal Centro,Fanta,2020,12,2042,3688089.62,2825797.98
Sucursal Centro,Sprite,2020,12,7688,15278957.34,9693585.16
Sucursal Centro,7 Up,2020,12,1048,1658301.11,1323481.36
Sucursal Centro,Pepsi,2020,12,8374,13025408.97,10131078.18
Sucursal Sur,Coca Cola,2020,12,9003,17537178.49,10986743.96
Sucursal Sur,Fanta,2020,12,1891,3105244.07,2077644.16
Sucursal Sur,Sprite,2020,12,8013,15676941.26,11900200.68
Sucursal Sur,7 Up,2020,12,941,1361123.89,901796.6
Sucursal Sur,Pepsi,2020,12,8215,12658548.67,8522318.05
Sucursal Norte,Coca Cola,2021,1,10105,25115238.41,18282448.95
Sucursal Norte,Fanta,2021,1,1742,2481042.85,1657107.57
Sucursal Norte,Sprite,2021,1,7761,17156139.56,10555160.13
Sucursal Norte,7 Up,2021,1,1444,2257983.87,1427632.64
Sucursal Norte,Pepsi,2021,1,7924,17033687.04,13420470.96
Sucursal Centro,Coca Cola,2021,1,11486,31908418.54,24469861.61
Sucursal Centro,Fanta,2021,1,1469,1937627.31,1305523.0
Sucursal Centro,Sprite,2021,1,7006,14818573.29,10180377.94
Sucursal Centro,7 Up,2021,1,1391,2249517.23,1692887.83
Sucursal Centro,Pepsi,2021,1,7483,15038035.05,11956432.41
Sucursal Sur,Coca Cola,2021,1,10298,26801649.96,19682943.55
Sucursal Sur,Fanta,2021,1,1586,2288294.23,1585826.84
Sucursal Sur,Sprite,2021,1,6890,15110713.38,9253090.7
Sucursal Sur,7 Up,2021,1,1432,2283904.1,1804352.67
Sucursal Sur,Pepsi,2021,1,8637,16307798.24,10854638.95
Sucursal Norte,Coca Cola,2021,2,10325,24797664.19,17960627.68
Sucursal Norte,Fanta,2021,2,1697,2373518.03,1837463.65
Sucursal Norte,Sprite,2021,2,7176,13513305.46,8767450.48
Sucursal Norte,7 Up,2021,2,1400,2116970.56,1505499.76
Sucursal Norte,Pepsi,2021,2,7969,16716589.2,13202779.09
Sucursal Centro,Coca Cola,2021,2,10605,28167926.82,18859058.74
Sucursal Centro,Fanta,2021,2,1499,2276398.44,1451143.56
Sucursal Centro,Sprite,2021,2,7667,14749017.56,9160009.81
Sucursal Centro,7 Up,2021,2,1454,2109502.49,1682423.17
Sucursal Centro,Pepsi,2021,2,8758,16915074.05,10601368.63
Sucursal Sur,Coca Cola,2021,2,10799,25966691.66,18261237.7
Sucursal Sur,Fanta,2021,2,1690,2266158.84,1802980.22
Sucursal Sur,Sprite,2021,2,7091,14817483.48,11198403.37
Sucursal Sur,7 Up,2021,2,1526,2277306.23,1780292.9
Sucursal Sur,Pepsi,2021,2,7332,15581456.67,11447078.22
Sucursal Norte,Coca Cola,2021,3,11973,30053683.81,18960779.63
Sucursal Norte,Fanta,2021,3,1754,2628336.05,2062173.42
Sucursal Norte,Sprite,2021,3,6575,12533668.58,8083690.22
Sucursal Norte,7 Up,2021,3,1649,2542224.16,1544309.48
Sucursal Norte,Pepsi,2021,3,8530,15661306.19,9733905.22
Sucursal Centro,Coca Cola,2021,3,10839,27740621.67,17030759.66
Sucursal Centro,Fanta,2021,3,1552,2421340.27,1587847.57
Sucursal Centro,Sprite,2021,3,7661,16238415.3,12780571.94
Sucursal Centro,7 Up,2021,3,1502,2137220.53,1552670.4
Sucursal Centro,Pepsi,2021,3,8696,18170434.1,13993032.48
Sucursal Sur,Coca Cola,2021,3,11518,32570449.46,23764388.43
Sucursal Sur,Fanta,2021,3,1498,2181371.57,1564535.42
Sucursal Sur,Sprite,2021,3,7523,15007243.38,9916183.0
Sucursal Sur,7 Up,2021,3,1640,2437099.75,1647582.27
Sucursal Sur,Pepsi,2021,3,8480,18377388.76,13136120.34
Sucursal Norte,Coca Cola,2021,4,10586,25462256.24,19856357.21
Sucursal Norte,Fanta,2021,4,1730,2461955.22,1726264.09
Sucursal Norte,Sprite,2021,4,7144,14656413.54,11548500.48
Sucursal Norte,7 Up,2021,4,1596,2189174.5,1549447.5
Sucursal Norte,Pepsi,2021,4,7673,16335858.65,12680059.21
Sucursal Centro,Coca Cola,2021,4,11240,29879740.47,20562745.35
Sucursal Centro,Fanta,2021,4,1720,2678087.57,1663028.28
Sucursal Centro,Sprite,2021,4,7470,15492891.67,11307775.21
Sucursal Centro,7 Up,2021,4,1602,2599438.89,1691640.25
Sucursal Centro,Pepsi,2021,4,8446,15942826.14,10993226.97
Sucursal Sur,Coca Cola,2021,4,10718,29455497.02,19422875.2
Sucursal Sur,Fanta,2021,4,1492,2252643.91,1747241.89
Sucursal Sur,Sprite,2021,4,7459,14357758.67,10766843.78
Sucursal Sur,7 Up,2021,4,1360,1925103.22,1470901.56
Sucursal Sur,Pepsi,2021,4,8327,16779896.85,13389201.54
Sucursal Norte,Coca Cola,2021,5,10399,26417445.93,17532227.56
Sucursal Norte,Fanta,2021,5,1638,2491728.82,1829848.92
Sucursal Norte,Sprite,2021,5,7310,14944823.66,11386253.34
Sucursal Norte,7 Up,2021,5,1575,2216450.92,1532859.03
Sucursal Norte,Pepsi,2021,5,8193,16894545.45,11073831.73
Sucursal Centro,Coca Cola,2021,5,10946,30466021.4,22214525.9
Sucursal Centro,Fanta,2021,5,1709,2686844.45,1940326.49
Sucursal Centro,Sprite,2021,5,7252,14613183.73,11399216.96
Sucursal Centro,7 Up,2021,5,1406,1989644.36,1310952.42
Sucursal Centro,Pepsi,2021,5,7624,14669526.46,10403649.09
Sucursal Sur,Coca Cola,2021,5,11558,31891679.79,25331911.34
Sucursal Sur,Fanta,2021,5,1641,2200547.55,1630608.91
Sucursal Sur,Sprite,2021,5,7904,15716999.33,12050926.97
Sucursal Sur,7 Up,2021,5,1416,2272173.07,1626287.59
Sucursal Sur,Pepsi,2021,5,7357,13978658.9,10018335.27
Sucursal Norte,Coca Cola,2021,6,11620,31731980.42,20810076.5
Sucursal Norte,Fanta,2021,6,1450,2162254.99,1485129.3
Sucursal Norte,Sprite,2021,6,6517,14761678.49,10417937.68
Sucursal Norte,7 Up,2021,6,1545,2413951.9,1874256.81
Sucursal Norte,Pepsi,2021,6,7479,16254107.72,12618894.79
Sucursal Centro,Coca Cola,2021,6,11863,29194244.74,18430200.34
Sucursal Centro,Fanta,2021,6,1457,1937394.75,1522893.69
Sucursal Centro,Sprite,2021,6,6484,13629077.95,9400590.18
Sucursal Centro,7 Up,2021,6,1426,2203626.81,1756787.51
Sucursal Centro,Pepsi,2021,6,8354,17693799.05,11136540.94
Sucursal Sur,Coca Cola,2021,6,10909,26542973.46,17443639.15
Sucursal Sur,Fanta,2021,6,1717,2709910.54,1753917.21
Sucursal Sur,Sprite,2021,6,7701,16025549.68,12076987.08
Sucursal Sur,7 Up,2021,6,1359,2102074.38,1568190.64
Sucursal Sur,Pepsi,2021,6,8590,18843339.78,14369058.49
Sucursal Norte,Coca Cola,2021,7,10082,23728615.27,14350631.29
Sucursal Norte,Fanta,2021,7,1503,2137440.85,1414544.81
Sucursal Norte,Sprite,2021,7,7744,16223324.72,9945641.0
Sucursal Norte,7 Up,2021,7,1396,2274088.58,1567197.26
Sucursal Norte,Pepsi,2021,7,8593,16071940.13,11169310.44
Sucursal Centro,Coca Cola,2021,7,10573,27863229.3,17932154.35
Sucursal Centro,Fanta,2021,7,1628,2134176.24,1444669.36
Sucursal Centro,Sprite,2021,7,6507,14548425.53,10811991.12
Sucursal Centro,7 Up,2021,7,1639,2470585.2,1597498.06
Sucursal Centro,Pepsi,2021,7,8016,15777604.09,10151654.52
Sucursal Sur,Coca Cola,2021,7,10329,27501559.97,21180061.43
Sucursal Sur,Fanta,2021,7,1529,2033414.97,1415863.53
Sucursal Sur,Sprite,2021,7,6682,12969290.11,7994920.25
Sucursal Sur,7 Up,2021,7,1380,1876725.23,1308835.92
Sucursal Sur,Pepsi,2021,7,8673,18856592.27,14044746.36
Sucursal Norte,Coca Cola,2021,8,10917,26337867.96,19587501.01
Sucursal Norte,Fanta,2021,8,1679,2206500.75,1493335.32
Sucursal Norte,Sprite,2021,8,7603,14780204.54,9319866.26
Sucursal Norte,7 Up,2021,8,1610,2184683.84,1625480.29
Sucursal Norte,Pepsi,2021,8,7414,14998023.8,9281902.21
Sucursal Centro,Coca Cola,2021,8,12068,32468044.04,22401624.49
Sucursal Centro,Fanta,2021,8,1543,2251161.82,1778529.7
Sucursal Centro,Sprite,2021,8,7369,14331863.64,9114640.83
Sucursal Centro,7 Up,2021,8,1555,2293444.18,1773198.95
Sucursal Centro,Pepsi,2021,8,8573,18207649.17,13605037.57
Sucursal Sur,Coca Cola,2021,8,11687,32132853.04,21519169.28
Sucursal Sur,Fanta,2021,8,1709,2480714.64,1679853.37
Sucursal Sur,Sprite,2021,8,7504,15926682.35,9632119.24
Sucursal Sur,7 Up,2021,8,1634,2645731.66,1867254.04
Sucursal Sur,Pepsi,2021,8,8687,17143550.27,13167456.59
Sucursal Norte,Coca Cola,2021,9,9916,27577946.9,21446717.1
Sucursal Norte,Fanta,2021,9,1521,2371149.93,1651810.11
Sucursal Norte,Sprite,2021,9,6784,13648818.14,8705971.07
Sucursal Norte,7 Up,2021,9,1443,2211154.75,1595544.36
Sucursal Norte,Pepsi,2021,9,8323,18282697.84,11979155.09
Sucursal Centro,Coca Cola,2021,9,11376,29343103.6,19443765.6
Sucursal Centro,Fanta,2021,9,1548,2054797.65,1250480.11
Sucursal Centro,Sprite,2021,9,7431,16612976.04,12712040.38
Sucursal Centro,7 Up,2021,9,1527,2219547.8,1764365.32
Sucursal Centro,Pepsi,2021,9,7460,14204329.59,9953842.07
Sucursal Sur,Coca Cola,2021,9,10645,26502843.25,20825887.73
Sucursal Sur,Fanta,2021,9,1698,2562635.33,2046132.02
Sucursal Sur,Sprite,2021,9,6774,13056032.75,9202642.34
Sucursal Sur,7 Up,2021,9,1629,2633854.97,1723729.07
Sucursal Sur,Pepsi,2021,9,7773,16823909.66,12126363.97
Sucursal Norte,Coca Cola,2021,10,10869,27383212.99,16799741.06
Sucursal Norte,Fanta,2021,10,1549,2410955.11,1570128.26
Sucursal Norte,Sprite,2021,10,7371,14356357.02,9837395.27
Sucursal Norte,7 Up,2021,10,1645,2379903.19,1760185.04
Sucursal Norte,Pepsi,2021,10,7773,14874784.14,9147836.55
Sucursal Centro,Coca Cola,2021,10,11646,31676718.12,21087206.65
Sucursal Centro,Fanta,2021,10,1588,2171831.82,1369013.38
Sucursal Centro,Sprite,2021,10,7157,14728828.44,11007692.19
Sucursal Centro,7 Up,2021,10,1441,2241483.89,1778853.73
Sucursal Centro,Pepsi,2021,10,7786,15827890.63,10272643.68
Sucursal Sur,Coca Cola,2021,10,11607,30730088.5,19004748.79
Sucursal Sur,Fanta,2021,10,1589,2355864.71,1593084.63
Sucursal Sur,Sprite,2021,10,7467,15302287.37,12238353.65
Sucursal Sur,7 Up,2021,10,1422,2162436.02,1496453.98
Sucursal Sur,Pepsi,2021,10,7994,17347079.99,12373052.52
Sucursal Norte,Coca Cola,2021,11,11777,27872894.0,18903590.49
Sucursal Norte,Fanta,2021,11,1533,2183122.6,1591445.16
Sucursal Norte,Sprite,2021,11,7346,13963222.68,10365315.97
Sucursal Norte,7 Up,2021,11,1610,2619720.79,2003440.46
Sucursal Norte,Pepsi,2021,11,8197,18119849.07,13388736.85
Sucursal Centro,Coca Cola,2021,11,10173,28711039.7,20338675.9
Sucursal Centro,Fanta,2021,11,1501,2070328.01,1484513.43
Sucursal Centro,Sprite,2021,11,7342,15281106.75,11439377.39
Sucursal Centro,7 Up,2021,11,1549,2494817.15,1889471.93
Sucursal Centro,Pepsi,2021,11,8341,16363328.98,10196707.14
Sucursal Sur,Coca Cola,2021,11,10527,29143989.06,21628142.78
Sucursal Sur,Fanta,2021,11,1736,2486107.03,1608595.93
Sucursal Sur,Sprite,2021,11,7363,15729647.34,10945321.22
Sucursal Sur,7 Up,2021,11,1393,1898006.86,1387307.17
Sucursal Sur,Pepsi,2021,11,8320,17253516.73,12327475.78
Sucursal Norte,Coca Cola,2021,12,10446,24659124.47,18760124.62
Sucursal Norte,Fanta,2021,12,1558,2029249.16,1324497.56
Sucursal Norte,Sprite,2021,12,6967,15341716.87,10395657.82
Sucursal Norte,7 Up,2021,12,1392,2000151.82,1324891.36
Sucursal Norte,Pepsi,2021,12,8765,17579996.14,12087956.98
Sucursal Centro,Coca Cola,2021,12,11960,28107338.76,19274329.97
Sucursal Centro,Fanta,2021,12,1741,2716589.85,1766234.96
Sucursal Centro,Sprite,2021,12,6962,15474637.93,11095833.58
Sucursal Centro,7 Up,2021,12,1635,2690942.06,2144117.9
Sucursal Centro,Pepsi,2021,12,8088,15892185.53,11017538.24
Sucursal Sur,Coca Cola,2021,12,12029,28908495.87,22100146.03
Sucursal Sur,Fanta,2021,12,1749,2517566.65,1929274.98
Sucursal Sur,Sprite,2021,12,7524,16797244.48,12292205.01
Sucursal Sur,7 Up,2021,12,1428,2183108.88,1741508.83
Sucursal Sur,Pepsi,2021,12,8182,17280376.49,13154008.8
Sucursal Norte,Coca Cola,2022,1,12067,43642825.36,33189112.93
Sucursal Norte,Fanta,2022,1,1248,1433838.6,919589.95
Sucursal Norte,Sprite,2022,1,6624,16433352.92,12768915.11
Sucursal Norte,7 Up,2022,1,2471,3491293.86,2398110.19
Sucursal Norte,Pepsi,2022,1,8503,18846059.04,14970119.58
Sucursal Centro,Coca Cola,2022,1,11516,39908903.2,23946190.1
Sucursal Centro,Fanta,2022,1,1332,1500792.95,1042082.09
Sucursal Centro,Sprite,2022,1,6719,16243506.99,11128784.8
Sucursal Centro,7 Up,2022,1,2056,3265454.54,2187370.53
Sucursal Centro,Pepsi,2022,1,8600,19247029.9,15049583.32
Sucursal Sur,Coca Cola,2022,1,11081,39308571.12,25740141.99
Sucursal Sur,Fanta,2022,1,1238,1417563.51,1003560.75
Sucursal Sur,Sprite,2022,1,6342,14586936.12,10787284.39
Sucursal Sur,7 Up,2022,1,2389,3916846.63,2946959.88
Sucursal Sur,Pepsi,2022,1,8354,20388984.47,16020838.99
Sucursal Norte,Coca Cola,2022,2,11601,42059320.96,32603711.95
Sucursal Norte,Fanta,2022,2,1351,1460910.84,901360.69
Sucursal Norte,Sprite,2022,2,6534,14566796.99,11110150.48
Sucursal Norte,7 Up,2022,2,2051,2941162.62,2226256.91
Sucursal Norte,Pepsi,2022,2,7735,17898235.39,11216355.97
Sucursal Centro,Coca Cola,2022,2,11079,38180160.5,26884309.08
Sucursal Centro,Fanta,2022,2,1165,1472372.37,900314.58
Sucursal Centro,Sprite,2022,2,7063,17686515.46,11944426.06
Sucursal Centro,7 Up,2022,2,2218,3204307.02,1980212.63
Sucursal Centro,Pepsi,2022,2,8008,21316373.31,16854955.83
Sucursal Sur,Coca Cola,2022,2,12696,42234609.5,32658417.74
Sucursal Sur,Fanta,2022,2,1386,1527374.48,1070465.08
Sucursal Sur,Sprite,2022,2,6594,15664935.72,10189044.02
Sucursal Sur,7 Up,2022,2,2125,3321753.11,2309504.19
Sucursal Sur,Pepsi,2022,2,8531,21203593.01,13056712.41
Sucursal Norte,Coca Cola,2022,3,12014,40830151.85,29225266.9
Sucursal Norte,Fanta,2022,3,1361,1685748.46,1282840.81
Sucursal Norte,Sprite,2022,3,7113,16196686.43,11249968.06
Sucursal Norte,7 Up,2022,3,2193,3325702.22,2621234.76
Sucursal Norte,Pepsi,2022,3,7510,16841953.51,12070105.19
Sucursal Centro,Coca Cola,2022,3,12667,41703158.6,31288479.86
Sucursal Centro,Fanta,2022,3,1216,1451638.22,915507.52
Sucursal Centro,Sprite,2022,3,6882,16032246.27,10320802.1
Sucursal Centro,7 Up,2022,3,2379,3506266.9,2558151.63
Sucursal Centro,Pepsi,2022,3,8224,20966228.65,15267342.38
Sucursal Sur,Coca Cola,2022,3,11891,43075681.3,31209602.1
Sucursal Sur,Fanta,2022,3,1381,1720624.8,1134473.74
Sucursal Sur,Sprite,2022,3,6835,15546319.95,12258226.74
