Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Centro,Sprite,2020,4,8051,15388638.52,10344756.06
Sucursal Centro,7 Up,2020,4,1041,1411382.71,1087728.18
Sucursal Centro,Pepsi,2020,4,8082,14780127.61,8899445.9
Sucursal Sur,Coca Cola,2020,4,9050,18299918.09,12753709.75
Sucursal Sur,Fanta,2020,4,2183,3717513.3,2898477.88
Sucursal Sur,Sprite,2020,4,8211,14473428.17,11128000.41
Sucursal Sur,7 Up,2020,4,1028,1578535.24,966831.31
Sucursal Sur,Pepsi,2020,4,7425,13408949.22,8458270.84
Sucursal Norte,Coca Cola,2020,5,9609,18853026.84,12338577.15
Sucursal Norte,Fanta,2020,5,2123,3897572.06,2551292.78
Sucursal Norte,Sprite,2020,5,7876,14650605.11,11469440.04
Sucursal Norte,7 Up,2020,5,1084,1531993.34,934497.99
Sucursal Norte,Pepsi,2020,5,7682,12412659.8,9367022.59
Sucursal Centro,Coca Cola,2020,5,10395,22611472.42,17713490.44
Sucursal Centro,Fanta,2020,5,1870,3620098.43,2334697.87
Sucursal Centro,Sprite,2020,5,7742,13949967.37,10990622.97
Sucursal Centro,7 Up,2020,5,950,1363055.35,1025834.87
Sucursal Centro,Pepsi,2020,5,7807,12324577.68,8000637.7
Sucursal Sur,Coca Cola,2020,5,10320,21195783.13,14920591.77
Sucursal Sur,Fanta,2020,5,1947,3819190.74,2858712.94
Sucursal Sur,Sprite,2020,5,7439,15328493.93,10670527.67
Sucursal Sur,7 Up,2020,5,981,1387637.03,894340.18
Sucursal Sur,Pepsi,2020,5,7439,13187458.26,8165817.5
Sucursal Norte,Coca Cola,2020,6,9407,18135353.73,13499507.96
Sucursal Norte,Fanta,2020,6,2055,3936865.78,3038352.48
Sucursal Norte,Sprite,2020,6,8150,15248847.69,9987128.37
Sucursal Norte,7 Up,2020,6,970,1558196.05,1165841.12
Sucursal Norte,Pepsi,2020,6,8079,14473378.92,10662090.01
Sucursal Centro,Coca Cola,2020,6,9792,19513605.01,15069845.16
Sucursal Centro,Fanta,2020,6,2106,3570208.22,2587575.61
Sucursal Centro,Sprite,2020,6,7545,14389479.12,11419176.87
Sucursal Centro,7 Up,2020,6,1095,1620503.0,1254542.3
Sucursal Centro,Pepsi,2020,6,7921,12433219.09,8869755.71
Sucursal Sur,Coca Cola,2020,6,10802,21947080.97,13365857.01
Sucursal Sur,Fanta,2020,6,1886,3422193.16,2495045.73
Sucursal Sur,Sprite,2020,6,7226,14858066.48,9417604.9
Sucursal Sur,7 Up,2020,6,1000,1512486.27,960836.51
Sucursal Sur,Pepsi,2020,6,8280,14060912.83,9261381.64
Sucursal Norte,Coca Cola,2020,7,10450,22075114.45,16389749.83
Sucursal Norte,Fanta,2020,7,2130,3664365.62,2261521.96
Sucursal Norte,Sprite,2020,7,8212,16705626.18,11864721.67
Sucursal Norte,7 Up,2020,7,934,1261787.88,758803.05
Sucursal Norte,Pepsi,2020,7,8510,14272061.92,8967435.74
Sucursal Centro,Coca Cola,2020,7,10782,23621117.82,17188151.16
Sucursal Centro,Fanta,2020,7,2033,3887023.68,2388546.45
Sucursal Centro,Sprite,2020,7,7222,13951345.61,9143168.22
Sucursal Centro,7 Up,2020,7,1051,1729663.08,1261117.42
Sucursal Centro,Pepsi,2020,7,7822,12119969.0,8791301.1
Sucursal Sur,Coca Cola,2020,7,9199,17480053.27,12415136.29
Sucursal Sur,Fanta,2020,7,1806,3033756.96,2126789.93
Sucursal Sur,Sprite,2020,7,7685,14769845.43,11492776.29
Sucursal Sur,7 Up,2020,7,1004,1382372.11,868595.35
Sucursal Sur,Pepsi,2020,7,8662,14641447.22,8874959.34
Sucursal Norte,Coca Cola,2020,8,9396,18831014.16,11789501.36
Sucursal Norte,Fanta,2020,8,1970,3502914.08,2659252.78
Sucursal Norte,Sprite,2020,8,7812,14688184.92,9665292.8
Sucursal Norte,7 Up,2020,8,960,1490821.04,1074731.97
Sucursal Norte,Pepsi,2020,8,7471,12726463.59,8224098.3
Sucursal Centro,Coca Cola,2020,8,10712,21363594.03,13638979.78
Sucursal Centro,Fanta,2020,8,1809,3329380.24,2083674.41
Sucursal Centro,Sprite,2020,8,8515,16049682.02,12223716.85
Sucursal Centro,7 Up,2020,8,954,1472863.46,1098433.83
Sucursal Centro,Pepsi,2020,8,8167,13302967.44,10021053.67
Sucursal Sur,Coca Cola,2020,8,9383,18943288.96,14214404.58
Sucursal Sur,Fanta,2020,8,1991,3581427.4,2588555.89
Sucursal Sur,Sprite,2020,8,7909,16229899.23,12655184.55
Sucursal Sur,7 Up,2020,8,958,1538870.0,1051585.81
Sucursal Sur,Pepsi,2020,8,7523,11895496.47,7447360.2
Sucursal Norte,Coca Cola,2020,9,9371,19596817.36,15339791.81
Sucursal Norte,Fanta,2020,9,1825,3464187.04,2333527.37
Sucursal Norte,Sprite,2020,9,7850,16219183.67,10590523.86
Sucursal Norte,7 Up,2020,9,903,1382994.76,903055.05
Sucursal Norte,Pepsi,2020,9,8198,14401753.24,10314565.85
Sucursal Centro,Coca Cola,2020,9,10520,21017147.79,14751655.47
Sucursal Centro,Fanta,2020,9,2002,3469364.36,2111452.86
Sucursal Centro,Sprite,2020,9,8408,15477349.07,9722308.59
Sucursal Centro,7 Up,2020,9,967,1356396.01,977736.26
Sucursal Centro,Pepsi,2020,9,7726,13643052.4,9320997.35
Sucursal Sur,Coca Cola,2020,9,9186,19808941.01,14441537.9
Sucursal Sur,Fanta,2020,9,1811,3444162.26,2673990.02
Sucursal Sur,Sprite,2020,9,8436,15473370.34,9894772.04
Sucursal Sur,7 Up,2020,9,1073,1686563.57,1321885.96
Sucursal Sur,Pepsi,2020,9,8072,13708371.67,10840977.39
Sucursal Norte,Coca Cola,2020,10,10181,21070874.17,13371216.8
Sucursal Norte,Fanta,2020,10,1833,3040758.78,2156177.25
Sucursal Norte,Sprite,2020,10,8084,16081810.41,11599823.47
Sucursal Norte,7 Up,2020,10,1085,1555158.13,938426.99
Sucursal Norte,Pepsi,2020,10,8358,13979348.04,10971977.84
Sucursal Centro,Coca Cola,2020,10,10004,20506719.31,12331925.45
Sucursal Centro,Fanta,2020,10,2122,3566541.76,2219868.19
Sucursal Centro,Sprite,2020,10,8042,14075433.51,8912655.97
Sucursal Centro,7 Up,2020,10,1065,1620362.19,1146252.05
Sucursal Centro,Pepsi,2020,10,7325,12873151.4,9464861.05
Sucursal Sur,Coca Cola,2020,10,9325,18745130.96,11406503.66
Sucursal Sur,Fanta,2020,10,1926,3535813.42,2498542.85
Sucursal Sur,Sprite,2020,10,8343,14425080.44,8737483.45
Sucursal Sur,7 Up,2020,10,1033,1515038.33,1197875.76
Sucursal Sur,Pepsi,2020,10,8031,14580607.23,11191347.46
Sucursal Norte,Coca Cola,2020,11,10184,20128727.04,13921809.34
Sucursal Norte,Fanta,2020,11,1883,3526176.75,2787482.46
Sucursal Norte,Sprite,2020,11,7451,13208010.41,10536259.92
Sucursal Norte,7 Up,2020,11,1094,1486256.59,1160905.95
Sucursal Norte,Pepsi,2020,11,7852,13308001.75,8128351.89
Sucursal Centro,Coca Cola,2020,11,9937,20230495.5,14585697.42
Sucursal Centro,Fanta,2020,11,1994,3893296.75,2880246.84
Sucursal Centro,Sprite,2020,11,8271,15480305.11,10336261.63
Sucursal Centro,7 Up,2020,11,928,1421987.24,945053.23
Sucursal Centro,Pepsi,2020,11,8485,13475794.82,9672520.64
Sucursal Sur,Coca Cola,2020,11,9888,20710693.76,12736055.76
Sucursal Sur,Fanta,2020,11,2158,3593305.48,2374545.01
Sucursal Sur,Sprite,2020,11,7530,13026442.62,10059390.68
Sucursal Sur,7 Up,2020,11,1089,1656235.6,1253461.35
Sucursal Sur,Pepsi,2020,11,7790,12988880.32,8665974.34
Sucursal Norte,Coca Cola,2020,12,10641,22373683.22,15821967.56
Sucursal Norte,Fanta,2020,12,2112,3843763.07,2886323.21
Sucursal Norte,Sprite,2020,12,8709,16250408.13,12939507.18
Sucursal Norte,7 Up,2020,12,992,1357944.57,842796.02
Sucursal Norte,Pepsi,2020,12,7587,12577353.31,9058537.24
Sucursal Centro,Coca Cola,2020,12,9894,20518444.88,12695749.56
Sucursal Centro,Fanta,2020,12,1808,3114768.37,1955771.27
Sucursal Centro,Sprite,2020,12,7979,13886975.0,10707594.09
Sucursal Centro,7 Up,2020,12,1016,1570643.02,1201813.74
Sucursal Centro,Pepsi,2020,12,8604,15696863.45,11457399.77
Sucursal Sur,Coca Cola,2020,12,9611,19408690.44,12121815.79
Sucursal Sur,Fanta,2020,12,2128,3837654.17,2835323.41
Sucursal Sur,Sprite,2020,12,7754,14507830.71,9158886.97
Sucursal Sur,7 Up,2020,12,1021,1539100.78,1027366.64
Sucursal Sur,Pepsi,2020,12,7561,13003651.92,8740262.26
Sucursal Norte,Coca Cola,2021,1,10590,27238373.18,19318088.91
Sucursal Norte,Fanta,2021,1,1734,2563448.7,1563339.61
Sucursal Norte,Sprite,2021,1,7750,14955958.46,10484467.43
Sucursal Norte,7 Up,2021,1,1620,2416182.9,1576110.94
Sucursal Norte,Pepsi,2021,1,7310,16056775.27,11717632.84
Sucursal Centro,Coca Cola,2021,1,10365,26474824.49,16908229.43
Sucursal Centro,Fanta,2021,1,1497,2292814.22,1761381.28
Sucursal Centro,Sprite,2021,1,7705,15726540.36,12195185.53
Sucursal Centro,7 Up,2021,1,1590,2158735.58,1435888.31
Sucursal Centro,Pepsi,2021,1,8009,16521222.48,13189597.26
Sucursal Sur,Coca Cola,2021,1,10907,29791447.01,20466382.9
Sucursal Sur,Fanta,2021,1,1620,2561057.22,2048407.58
Sucursal Sur,Sprite,2021,1,7834,15318108.48,9399500.51
Sucursal Sur,7 Up,2021,1,1561,2157429.07,1355280.21
Sucursal Sur,Pepsi,2021,1,8458,16291159.11,10151316.05
Sucursal Norte,Coca Cola,2021,2,11867,30748724.06,18965459.57
Sucursal Norte,Fanta,2021,2,1735,2714862.23,2002174.48
Sucursal Norte,Sprite,2021,2,7066,13673091.53,8636956.07
Sucursal Norte,7 Up,2021,2,1429,1997951.74,1519360.35
Sucursal Norte,Pepsi,2021,2,8289,15669547.97,11626878.65
Sucursal Centro,Coca Cola,2021,2,11251,27004728.42,21557305.29
Sucursal Centro,Fanta,2021,2,1657,2227277.92,1516100.16
Sucursal Centro,Sprite,2021,2,7859,17557377.67,12679358.06
Sucursal Centro,7 Up,2021,2,1361,2230956.45,1624797.18
Sucursal Centro,Pepsi,2021,2,8209,15481643.99,11963341.92
Sucursal Sur,Coca Cola,2021,2,10633,25998626.61,15752773.72
Sucursal Sur,Fanta,2021,2,1729,2617950.81,1735445.54
Sucursal Sur,Sprite,2021,2,7276,14643198.55,8929334.17
Sucursal Sur,7 Up,2021,2,1356,2061735.49,1406117.61
Sucursal Sur,Pepsi,2021,2,7943,15095099.28,9443196.85
Sucursal Norte,Coca Cola,2021,3,11199,28164657.73,17712777.1
Sucursal Norte,Fanta,2021,3,1523,2061424.4,1537239.85
Sucursal Norte,Sprite,2021,3,7633,16484716.07,10331412.68
Sucursal Norte,7 Up,2021,3,1648,2376218.97,1661955.01
Sucursal Norte,Pepsi,2021,3,7728,15346414.66,11057002.15
Sucursal Centro,Coca Cola,2021,3,11748,28391195.36,18678673.89
Sucursal Centro,Fanta,2021,3,1716,2559201.78,1728496.68
Sucursal Centro,Sprite,2021,3,7330,14640140.61,10182469.05
Sucursal Centro,7 Up,2021,3,1451,2172283.25,1668166.58
Sucursal Centro,Pepsi,2021,3,8334,17042875.96,11189972.25
Sucursal Sur,Coca Cola,2021,3,10031,26783924.68,19984056.6
Sucursal Sur,Fanta,2021,3,1514,2206143.67,1742301.26
Sucursal Sur,Sprite,2021,3,7022,13450371.1,9445736.9
Sucursal Sur,7 Up,2021,3,1407,1976997.8,1545157.41
Sucursal Sur,Pepsi,2021,3,8490,15917038.12,11911086.92
Sucursal Norte,Coca Cola,2021,4,10431,24826960.69,16281746.8
Sucursal Norte,Fanta,2021,4,1469,2073969.9,1341830.03
Sucursal Norte,Sprite,2021,4,7651,15183162.46,9781432.87
Sucursal Norte,7 Up,2021,4,1357,1871218.25,1307909.18
Sucursal Norte,Pepsi,2021,4,7256,15731008.15,12256419.58
Sucursal Centro,Coca Cola,2021,4,10918,29270391.83,21136941.97
Sucursal Centro,Fanta,2021,4,1750,2349113.91,1558639.43
Sucursal Centro,Sprite,2021,4,6861,15308945.71,11717963.7
Sucursal Centro,7 Up,2021,4,1595,2458229.68,1868368.42
Sucursal Centro,Pepsi,2021,4,7576,14883847.59,9835014.96
Sucursal Sur,Coca Cola,2021,4,10216,24394835.13,15412117.59
Sucursal Sur,Fanta,2021,4,1525,2382237.79,1866958.12
Sucursal Sur,Sprite,2021,4,7831,16459548.41,12952178.07
Sucursal Sur,7 Up,2021,4,1384,1999070.26,1595823.94
Sucursal Sur,Pepsi,2021,4,8778,17900779.59,13112549.4
Sucursal Norte,Coca Cola,2021,5,11270,26568830.33,18733073.62
Sucursal Norte,Fanta,2021,5,1518,2368245.57,1872425.22
Sucursal Norte,Sprite,2021,5,7854,16433749.82,12297767.84
Sucursal Norte,7 Up,2021,5,1353,1883989.85,1332966.5
Sucursal Norte,Pepsi,2021,5,7200,13914649.1,9085035.43
Sucursal Centro,Coca Cola,2021,5,10065,24926767.14,15581122.84
Sucursal Centro,Fanta,2021,5,1444,1970293.66,1215472.01
Sucursal Centro,Sprite,2021,5,7782,17395004.43,11598221.55
Sucursal Centro,7 Up,2021,5,1568,2186818.57,1602782.21
Sucursal Centro,Pepsi,2021,5,7546,14708872.65,11566415.14
Sucursal Sur,Coca Cola,2021,5,11345,28033520.12,20995591.56
Sucursal Sur,Fanta,2021,5,1465,2253226.06,1613945.86
Sucursal Sur,Sprite,2021,5,7560,16451050.99,12989797.47
Sucursal Sur,7 Up,2021,5,1363,2079486.88,1314904.34
Sucursal Sur,Pepsi,2021,5,8597,17671695.46,11279205.41
Sucursal Norte,Coca Cola,2021,6,10175,26092057.95,15947972.17
Sucursal Norte,Fanta,2021,6,1756,2719427.15,1670505.81
Sucursal Norte,Sprite,2021,6,6880,15594119.11,12330565.54
Sucursal Norte,7 Up,2021,6,1541,2434878.53,1821241.33
Sucursal Norte,Pepsi,2021,6,8044,14782391.07,10440405.94
Sucursal Centro,Coca Cola,2021,6,10716,27948591.14,22190833.35
Sucursal Centro,Fanta,2021,6,1491,2009728.39,1346764.25
Sucursal Centro,Sprite,2021,6,7176,16250202.22,12430999.92
Sucursal Centro,7 Up,2021,6,1465,2090722.53,1470574.78
Sucursal Centro,Pepsi,2021,6,8474,17941897.26,12247400.53
Sucursal Sur,Coca Cola,2021,6,9945,26927362.37,18136659.08
Sucursal Sur,Fanta,2021,6,1733,2741343.82,2059061.76
Sucursal Sur,Sprite,2021,6,7047,15673642.32,10249157.56
Sucursal Sur,7 Up,2021,6,1572,2203433.73,1652582.35
Sucursal Sur,Pepsi,2021,6,8124,15422026.7,9579721.23
Sucursal Norte,Coca Cola,2021,7,11075,30434571.04,21223435.55
Sucursal Norte,Fanta,2021,7,1463,2246597.52,1363314.8
Sucursal Norte,Sprite,2021,7,6986,15137703.16,9555834.36
Sucursal Norte,7 Up,2021,7,1475,2398957.96,1736069.98
Sucursal Norte,Pepsi,2021,7,7534,15228517.85,11208754.41
Sucursal Centro,Coca Cola,2021,7,10305,25839401.37,19698635.52
Sucursal Centro,Fanta,2021,7,1732,2605650.34,1742870.33
Sucursal Centro,Sprite,2021,7,6679,12579367.7,8924092.88
Sucursal Centro,7 Up,2021,7,1637,2251712.84,1567837.67
Sucursal Centro,Pepsi,2021,7,8441,16756429.63,12325111.21
Sucursal Sur,Coca Cola,2021,7,11602,29154404.55,20665737.07
Sucursal Sur,Fanta,2021,7,1561,2057047.4,1303647.08
Sucursal Sur,Sprite,2021,7,7245,15405987.15,9393816.11
Sucursal Sur,7 Up,2021,7,1544,2324159.95,1526258.63
Sucursal Sur,Pepsi,2021,7,7325,15910675.3,10849803.33
Sucursal Norte,Coca Cola,2021,8,11571,31108217.56,21561812.06
Sucursal Norte,Fanta,2021,8,1517,2049678.68,1608014.55
Sucursal Norte,Sprite,2021,8,6840,15204791.73,12125973.06
Sucursal Norte,7 Up,2021,8,1514,2424225.81,1630674.6
Sucursal Norte,Pepsi,2021,8,7777,15112406.41,9453797.32
Sucursal Centro,Coca Cola,2021,8,10224,26154301.03,17547084.33
Sucursal Centro,Fanta,2021,8,1681,2297843.26,1502051.58
Sucursal Centro,Sprite,2021,8,6961,15555331.92,11617077.83
Sucursal Centro,7 Up,2021,8,1516,2213885.42,1551233.66
Sucursal Centro,Pepsi,2021,8,7609,15224136.22,9402252.94
Sucursal Sur,Coca Cola,2021,8,9921,25756426.29,18158755.7
Sucursal Sur,Fanta,2021,8,1754,2526827.65,2000697.44
Sucursal Sur,Sprite,2021,8,7623,14617582.7,10964786.0
Sucursal Sur,7 Up,2021,8,1575,2377227.22,1626401.54
Sucursal Sur,Pepsi,2021,8,8082,14945225.46,10066549.0
Sucursal Norte,Coca Cola,2021,9,11112,29699412.48,23464481.63
Sucursal Norte,Fanta,2021,9,1507,2083749.13,1476022.73
Sucursal Norte,Sprite,2021,9,7919,17808469.16,12765716.75
Sucursal Norte,7 Up,2021,9,1470,2125233.49,1441332.92
Sucursal Norte,Pepsi,2021,9,8293,18089199.67,13997380.39
Sucursal Centro,Coca Cola,2021,9,9975,27257813.44,19350813.11
Sucursal Centro,Fanta,2021,9,1655,2289507.48,1468583.48
Sucursal Centro,Sprite,2021,9,6746,14675569.18,11154366.28
Sucursal Centro,7 Up,2021,9,1549,2233362.76,1572387.9
Sucursal Centro,Pepsi,2021,9,7614,16997376.39,10470470.3
Sucursal Sur,Coca Cola,2021,9,11601,27801838.01,16893853.71
Sucursal Sur,Fanta,2021,9,1484,2188214.02,1641874.73
Sucursal Sur,Sprite,2021,9,7522,15048790.09,12021030.0
Sucursal Sur,7 Up,2021,9,1502,2077067.97,1548005.1
Sucursal Sur,Pepsi,2021,9,8346,18371940.11,12047397.27
Sucursal Norte,Coca Cola,2021,10,10346,25860724.47,16221145.25
Sucursal Norte,Fanta,2021,10,1562,2369859.12,1592938.82
Sucursal Norte,Sprite,2021,10,7716,17509431.98,10596925.13
Sucursal Norte,7 Up,2021,10,1410,2088418.98,1481372.42
Sucursal Norte,Pepsi,2021,10,8493,16759224.76,11695188.83
Sucursal Centro,Coca Cola,2021,10,10106,25394398.98,20063285.91
Sucursal Centro,Fanta,2021,10,1720,2252992.13,1714804.23
Sucursal Centro,Sprite,2021,10,7661,16797353.06,10976473.88
Sucursal Centro,7 Up,2021,10,1448,2014575.08,1459665.05
Sucursal Centro,Pepsi,2021,10,7401,16384223.42,12337325.55
Sucursal Sur,Coca Cola,2021,10,11081,31456122.03,23348008.44
Sucursal Sur,Fanta,2021,10,1712,2689711.29,1672030.38
Sucursal Sur,Sprite,2021,10,6500,12423143.16,9378329.16
Sucursal Sur,7 Up,2021,10,1638,2487953.73,1529161.04
Sucursal Sur,Pepsi,2021,10,8240,15490661.54,10185492.41
Sucursal Norte,Coca Cola,2021,11,11901,32085671.35,25230770.12
Sucursal Norte,Fanta,2021,11,1476,2205148.94,1459883.71
Sucursal Norte,Sprite,2021,11,7006,13369914.18,10690472.96
Sucursal Norte,7 Up,2021,11,1370,1973333.58,1255244.49
Sucursal Norte,Pepsi,2021,11,8678,17505966.85,11821405.55
Sucursal Centro,Coca Cola,2021,11,10721,29685197.85,21003478.19
Sucursal Centro,Fanta,2021,11,1591,2154478.81,1423278.91
Sucursal Centro,Sprite,2021,11,7420,16292911.1,12429286.24
Sucursal Centro,7 Up,2021,11,1584,2289823.22,1763425.76
Sucursal Centro,Pepsi,2021,11,7930,14674105.49,9958223.49
Sucursal Sur,Coca Cola,2021,11,10510,29040941.38,18986941.83
Sucursal Sur,Fanta,2021,11,1614,2294586.18,1595931.96
Sucursal Sur,Sprite,2021,11,7787,15291890.95,9284071.96
Sucursal Sur,7 Up,2021,11,1469,2271674.58,1802557.68
Sucursal Sur,Pepsi,2021,11,7258,14604781.5,9136158.85
Sucursal Norte,Coca Cola,2021,12,10687,29187105.19,18990978.15
Sucursal Norte,Fanta,2021,12,1742,2572512.37,1566310.97
Sucursal Norte,Sprite,2021,12,7643,15133513.0,10663889.02
Sucursal Norte,7 Up,2021,12,1492,2319188.91,1603748.03
Sucursal Norte,Pepsi,2021,12,7771,15465626.18,9994157.25
Sucursal Centro,Coca Cola,2021,12,11127,27880325.25,17432206.27
Sucursal Centro,Fanta,2021,12,1491,2129610.0,1535909.12
Sucursal Centro,Sprite,2021,12,7918,17035689.84,11419873.02
Sucursal Centro,7 Up,2021,12,1580,2319481.3,1769011.37
Sucursal Centro,Pepsi,2021,12,7362,15010810.2,11163438.35
Sucursal Sur,Coca Cola,2021,12,10821,26074450.71,16517573.75
Sucursal Sur,Fanta,2021,12,1684,2445529.7,1510374.09
Sucursal Sur,Sprite,2021,12,6781,13142792.05,8962585.25
Sucursal Sur,7 Up,2021,12,1633,2569123.3,1822066.2
Sucursal Sur,Pepsi,2021,12,7569,15232962.83,10816240.72
Sucursal Norte,Coca Cola,2022,1,11681,37917100.9,28114105.11
Sucursal Norte,Fanta,2022,1,1384,1583828.15,987064.41
Sucursal Norte,Sprite,2022,1,6862,16099347.48,12873718.77
Sucursal Norte,7 Up,2022,1,2236,3281318.64,2580283.18
Sucursal Norte,Pepsi,2022,1,8570,19982369.97,15966577.51
Sucursal Centro,Coca Cola,2022,1,11248,34469738.44,26738535.23
Sucursal Centro,Fanta,2022,1,1279,1433125.13,1047228.58
Sucursal Centro,Sprite,2022,1,6071,13979780.19,9389867.02
Sucursal Centro,7 Up,2022,1,2029,3013123.73,1878644.61
Sucursal Centro,Pepsi,2022,1,7333,19034361.68,12677390.11
Sucursal Sur,Coca Cola,2022,1,11329,41498772.07,30168720.46
Sucursal Sur,Fanta,2022,1,1323,1573139.43,1127784.02
Sucursal Sur,Sprite,2022,1,7082,15855770.84,9873974.36
Sucursal Sur,7 Up,2022,1,2234,3307771.6,2326025.75
Sucursal Sur,Pepsi,2022,1,7388,16772161.84,11432538.92
Sucursal Norte,Coca Cola,2022,2,12907,43983398.72,31027763.79
Sucursal Norte,Fanta,2022,2,1236,1548884.89,1186348.44
Sucursal Norte,Sprite,2022,2,6454,14839070.61,9807953.72
Sucursal Norte,7 Up,2022,2,2220,3303130.89,2535374.01
Sucursal Norte,Pepsi,2022,2,8241,20167814.37,14640867.41
Sucursal Centro,Coca Cola,2022,2,11780,38514725.45,29997486.69
Sucursal Centro,Fanta,2022,2,1247,1393612.49,1037865.72
Sucursal Centro,Sprite,2022,2,6740,16205036.0,10968721.41
Sucursal Centro,7 Up,2022,2,2389,3538960.5,2461989.14
Sucursal Centro,Pepsi,2022,2,7741,20307093.86,16086672.32
Sucursal Sur,Coca Cola,2022,2,12225,43047995.5,33915583.74
Sucursal Sur,Fanta,2022,2,1205,1319931.72,929510.88
Sucursal Sur,Sprite,2022,2,6006,13039898.4,9524164.15
Sucursal Sur,7 Up,2022,2,2395,3929056.56,2876269.64
Sucursal Sur,Pepsi,2022,2,7520,18955841.89,13148577.5
Sucursal Norte,Coca Cola,2022,3,11020,35987766.46,25166992.42
Sucursal Norte,Fanta,2022,3,1397,1538489.66,1186019.7
Sucursal Norte,Sprite,2022,3,6315,13607981.89,10018552.92
Sucursal Norte,7 Up,2022,3,2370,3374478.57,2039057.91
Sucursal Norte,Pepsi,2022,3,8706,22048436.08,16763100.35
Sucursal Centro,Coca Cola,2022,3,11600,37056229.09,28136005.74
Sucursal Centro,Fanta,2022,3,1284,1457573.78,1005703.35
Sucursal Centro,Sprite,2022,3,5880,12200405.47,8346157.03
Sucursal Centro,7 Up,2022,3,2125,3131561.25,2461816.37
Sucursal Centro,Pepsi,2022,3,7515,17878547.01,14063719.41
Sucursal Sur,Coca Cola,2022,3,11129,36317862.57,26606654.78
Sucursal Sur,Fanta,2022,3,1388,1595013.36,1215011.47
Sucursal Sur,Sprite,2022,3,6787,16842591.31,12417664.16
