Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,7 Up,2020,6,1077,1521432.08,1002761.98
Sucursal Sur,Pepsi,2020,6,8387,14660473.86,9631896.97
Sucursal Norte,Coca Cola,2020,7,10107,21481673.37,16413721.08
Sucursal Norte,Fanta,2020,7,2071,3738678.9,2907631.56
Sucursal Norte,Sprite,2020,7,8788,16696375.16,12603792.31
Sucursal Norte,7 Up,2020,7,1059,1671271.76,1063500.02
Sucursal Norte,Pepsi,2020,7,7721,13195326.17,10361537.07
Sucursal Centro,Coca Cola,2020,7,9383,17726238.97,11593196.25
Sucursal Centro,Fanta,2020,7,1848,3192228.07,2140680.87
Sucursal Centro,Sprite,2020,7,8356,17147633.74,11618691.39
Sucursal Centro,7 Up,2020,7,931,1363420.02,830956.24
Sucursal Centro,Pepsi,2020,7,8265,15255378.56,11572044.9
Sucursal Sur,Coca Cola,2020,7,10843,23827830.9,17843178.72
Sucursal Sur,Fanta,2020,7,2088,3784219.21,3016052.64
Sucursal Sur,Sprite,2020,7,7600,15201240.24,11917459.44
Sucursal Sur,7 Up,2020,7,1072,1512302.43,1120968.17
Sucursal Sur,Pepsi,2020,7,7287,13331277.9,10253946.67
Sucursal Norte,Coca Cola,2020,8,9294,18360764.58,13549334.29
Sucursal Norte,Fanta,2020,8,2104,3491313.59,2710646.15
Sucursal Norte,Sprite,2020,8,7828,14275437.09,10067316.44
Sucursal Norte,7 Up,2020,8,915,1319216.1,837139.24
Sucursal Norte,Pepsi,2020,8,8583,15690484.46,11502423.5
Sucursal Centro,Coca Cola,2020,8,10367,22518261.12,16870625.03
Sucursal Centro,Fanta,2020,8,2180,4162903.16,3162977.81
Sucursal Centro,Sprite,2020,8,7531,15361332.15,11891040.65
Sucursal Centro,7 Up,2020,8,1028,1628219.62,1271927.17
Sucursal Centro,Pepsi,2020,8,8178,14615098.26,10490344.76
Sucursal Sur,Coca Cola,2020,8,10225,20084607.15,12319634.71
Sucursal Sur,Fanta,2020,8,1899,3279734.14,2088340.92
Sucursal Sur,Sprite,2020,8,8498,16458465.11,11854648.66
Sucursal Sur,7 Up,2020,8,1050,1528246.84,990138.9
Sucursal Sur,Pepsi,2020,8,8463,13377622.91,8467008.43
Sucursal Norte,Coca Cola,2020,9,10538,22280014.53,14131732.52
Sucursal Norte,Fanta,2020,9,2004,3563357.51,2591887.72
Sucursal Norte,Sprite,2020,9,8620,16547231.5,12081198.48
Sucursal Norte,7 Up,2020,9,1087,1763095.91,1192336.31
Sucursal Norte,Pepsi,2020,9,8292,13404910.24,9927585.88
Sucursal Centro,Coca Cola,2020,9,9068,18423484.33,12302481.91
Sucursal Centro,Fanta,2020,9,1826,3419171.71,2296889.72
Sucursal Centro,Sprite,2020,9,8774,18284850.36,12640452.04
Sucursal Centro,7 Up,2020,9,1063,1456709.1,1004553.47
Sucursal Centro,Pepsi,2020,9,7929,12331404.8,8481741.61
Sucursal Sur,Coca Cola,2020,9,10652,22205265.05,14224190.11
Sucursal Sur,Fanta,2020,9,2014,3539527.45,2645991.05
Sucursal Sur,Sprite,2020,9,8760,17882010.1,12121507.45
Sucursal Sur,7 Up,2020,9,971,1495854.1,1148697.29
Sucursal Sur,Pepsi,2020,9,7417,11735008.66,7637393.44
Sucursal Norte,Coca Cola,2020,10,9013,18027607.99,14314995.13
Sucursal Norte,Fanta,2020,10,1980,3286499.67,2315170.29
Sucursal Norte,Sprite,2020,10,8756,15663084.94,10172633.42
Sucursal Norte,7 Up,2020,10,1052,1632847.9,1248169.92
Sucursal Norte,Pepsi,2020,10,7878,13452762.9,9521845.36
Sucursal Centro,Coca Cola,2020,10,10831,20632924.91,16136861.57
Sucursal Centro,Fanta,2020,10,1947,3419474.45,2677471.01
Sucursal Centro,Sprite,2020,10,8687,15235528.3,11687534.49
Sucursal Centro,7 Up,2020,10,993,1549468.33,1219442.71
Sucursal Centro,Pepsi,2020,10,8289,13962139.6,8916115.85
Sucursal Sur,Coca Cola,2020,10,10189,20135913.58,14273431.38
Sucursal Sur,Fanta,2020,10,1889,3069800.72,2207207.73
Sucursal Sur,Sprite,2020,10,7523,15546102.76,12262049.64
Sucursal Sur,7 Up,2020,10,999,1445547.14,914476.78
Sucursal Sur,Pepsi,2020,10,7709,13972953.59,9124197.9
Sucursal Norte,Coca Cola,2020,11,10184,22315119.92,14570521.03
Sucursal Norte,Fanta,2020,11,2069,3652091.75,2767642.24
Sucursal Norte,Sprite,2020,11,8632,16402573.81,10164383.97
Sucursal Norte,7 Up,2020,11,964,1324786.19,971318.75
Sucursal Norte,Pepsi,2020,11,8543,15569839.03,10887350.38
Sucursal Centro,Coca Cola,2020,11,9637,18742978.61,11385690.76
Sucursal Centro,Fanta,2020,11,1931,3531288.49,2357814.79
Sucursal Centro,Sprite,2020,11,7362,13534844.71,9673181.23
Sucursal Centro,7 Up,2020,11,1098,1550012.28,1163484.92
Sucursal Centro,Pepsi,2020,11,7623,13677316.74,9622764.19
Sucursal Sur,Coca Cola,2020,11,10652,19887807.42,13231552.68
Sucursal Sur,Fanta,2020,11,1862,3609109.49,2654437.86
Sucursal Sur,Sprite,2020,11,7328,13018014.56,10086111.43
Sucursal Sur,7 Up,2020,11,996,1496485.11,905367.26
Sucursal Sur,Pepsi,2020,11,7971,13864356.62,11020944.4
Sucursal Norte,Coca Cola,2020,12,10711,21135552.56,16270296.66
Sucursal Norte,Fanta,2020,12,1804,3306623.12,2543580.03
Sucursal Norte,Sprite,2020,12,8281,14326269.05,10668752.18
Sucursal Norte,7 Up,2020,12,1017,1531543.85,943958.39
Sucursal Norte,Pepsi,2020,12,8572,15411498.07,11273341.56
Sucursal Centro,Coca Cola,2020,12,9432,19031794.86,15094617.1
Sucursal Centro,Fanta,2020,12,2000,3901715.96,2960050.62
Sucursal Centro,Sprite,2020,12,7269,13067679.06,9193433.99
Sucursal Centro,7 Up,2020,12,933,1354985.22,1028392.86
Sucursal Centro,Pepsi,2020,12,8530,15438890.18,9319538.26
Sucursal Sur,Coca Cola,2020,12,9059,16828224.64,12311404.86
Sucursal Sur,Fanta,2020,12,1877,3162712.37,2412651.04
Sucursal Sur,Sprite,2020,12,7539,14410487.33,8845777.21
Sucursal Sur,7 Up,2020,12,936,1492998.47,975522.9
Sucursal Sur,Pepsi,2020,12,8219,14399778.15,8815660.5
Sucursal Norte,Coca Cola,2021,1,11975,30957179.52,19770712.49
Sucursal Norte,Fanta,2021,1,1691,2598601.15,1961367.87
Sucursal Norte,Sprite,2021,1,6944,14619320.98,10651523.95
Sucursal Norte,7 Up,2021,1,1580,2162515.78,1706085.22
Sucursal Norte,Pepsi,2021,1,8164,16498986.27,12474478.6
Sucursal Centro,Coca Cola,2021,1,10123,24990791.07,17714854.59
Sucursal Centro,Fanta,2021,1,1746,2521523.95,1845331.48
Sucursal Centro,Sprite,2021,1,6515,12568792.71,9327341.62
Sucursal Centro,7 Up,2021,1,1419,2120296.83,1418821.5
Sucursal Centro,Pepsi,2021,1,7650,15986872.17,10341846.84
Sucursal Sur,Coca Cola,2021,1,11190,30209728.52,22784458.23
Sucursal Sur,Fanta,2021,1,1453,1946719.92,1428016.74
Sucursal Sur,Sprite,2021,1,7526,14183677.93,8531928.1
Sucursal Sur,7 Up,2021,1,1518,2169376.86,1669034.16
Sucursal Sur,Pepsi,2021,1,8173,16195731.72,12072588.52
Sucursal Norte,Coca Cola,2021,2,10765,29291689.05,19661617.16
Sucursal Norte,Fanta,2021,2,1658,2150324.58,1317203.61
Sucursal Norte,Sprite,2021,2,7320,15838734.39,10214113.47
Sucursal Norte,7 Up,2021,2,1496,2292457.86,1494541.59
Sucursal Norte,Pepsi,2021,2,7200,15501614.51,10463673.39
Sucursal Centro,Coca Cola,2021,2,10979,26317811.9,18140303.16
Sucursal Centro,Fanta,2021,2,1542,2019748.58,1214793.98
Sucursal Centro,Sprite,2021,2,7065,13370483.08,9675855.61
Sucursal Centro,7 Up,2021,2,1524,2243617.86,1722490.77
Sucursal Centro,Pepsi,2021,2,7215,14008561.26,8899828.93
Sucursal Sur,Coca Cola,2021,2,11514,28330665.11,17283014.44
Sucursal Sur,Fanta,2021,2,1752,2765704.83,1830313.54
Sucursal Sur,Sprite,2021,2,7908,18100750.24,13662879.52
Sucursal Sur,7 Up,2021,2,1525,2350226.29,1672848.43
Sucursal Sur,Pepsi,2021,2,8788,18778221.99,14341370.3
Sucursal Norte,Coca Cola,2021,3,12040,32616111.37,22374036.52
Sucursal Norte,Fanta,2021,3,1652,2444873.87,1543445.9
Sucursal Norte,Sprite,2021,3,6767,12881053.87,8829264.34
Sucursal Norte,7 Up,2021,3,1483,2303359.86,1448987.15
Sucursal Norte,Pepsi,2021,3,7697,14358858.4,10646777.7
Sucursal Centro,Coca Cola,2021,3,11036,29400315.48,23416446.98
Sucursal Centro,Fanta,2021,3,1510,2215528.5,1646687.87
Sucursal Centro,Sprite,2021,3,7445,15645063.98,9503622.25
Sucursal Centro,7 Up,2021,3,1487,2319681.21,1402421.45
Sucursal Centro,Pepsi,2021,3,7608,14425733.97,10844179.94
Sucursal Sur,Coca Cola,2021,3,11460,31358103.03,23314649.75
Sucursal Sur,Fanta,2021,3,1454,2102175.87,1533990.81
Sucursal Sur,Sprite,2021,3,6669,14520435.8,9960137.4
Sucursal Sur,7 Up,2021,3,1524,2358437.57,1658628.51
Sucursal Sur,Pepsi,2021,3,7232,15627983.6,11811280.41
Sucursal Norte,Coca Cola,2021,4,10986,29886725.82,19366856.71
Sucursal Norte,Fanta,2021,4,1549,2162220.3,1616009.0
Sucursal Norte,Sprite,2021,4,7528,16629485.31,12633512.75
Sucursal Norte,7 Up,2021,4,1540,2475240.44,1872336.36
Sucursal Norte,Pepsi,2021,4,8584,16599978.45,12401604.05
Sucursal Centro,Coca Cola,2021,4,11380,27685313.69,20790132.53
Sucursal Centro,Fanta,2021,4,1687,2404446.61,1579135.2
Sucursal Centro,Sprite,2021,4,6803,14522972.92,9997640.86
Sucursal Centro,7 Up,2021,4,1438,2318758.99,1640422.71
Sucursal Centro,Pepsi,2021,4,7833,15738438.13,10082003.87
Sucursal Sur,Coca Cola,2021,4,10268,28223216.01,22358057.98
Sucursal Sur,Fanta,2021,4,1538,2035200.91,1368158.29
Sucursal Sur,Sprite,2021,4,6775,14532897.78,9309610.95
Sucursal Sur,7 Up,2021,4,1618,2593187.5,1887671.45
Sucursal Sur,Pepsi,2021,4,7779,15526768.33,12284227.12
Sucursal Norte,Coca Cola,2021,5,10732,29484785.39,20287321.4
Sucursal Norte,Fanta,2021,5,1477,2097968.23,1361919.8
Sucursal Norte,Sprite,2021,5,6494,14543856.97,10340795.46
Sucursal Norte,7 Up,2021,5,1395,1981950.7,1416896.06
Sucursal Norte,Pepsi,2021,5,8217,15746293.79,10158778.5
Sucursal Centro,Coca Cola,2021,5,10498,28632357.14,17651086.32
Sucursal Centro,Fanta,2021,5,1540,2003161.76,1276667.55
Sucursal Centro,Sprite,2021,5,7895,15550205.1,10489720.02
Sucursal Centro,7 Up,2021,5,1485,2213034.64,1634961.42
Sucursal Centro,Pepsi,2021,5,8777,19624687.24,13428672.48
Sucursal Sur,Coca Cola,2021,5,10399,27808251.59,22128027.36
Sucursal Sur,Fanta,2021,5,1541,1999953.53,1516709.05
Sucursal Sur,Sprite,2021,5,6697,14313077.23,9282324.3
Sucursal Sur,7 Up,2021,5,1554,2128229.11,1453521.95
Sucursal Sur,Pepsi,2021,5,7758,16935108.4,12748013.73
Sucursal Norte,Coca Cola,2021,6,9932,28261951.59,20789522.2
Sucursal Norte,Fanta,2021,6,1660,2270216.16,1541783.32
Sucursal Norte,Sprite,2021,6,7481,16878695.07,12929013.92
Sucursal Norte,7 Up,2021,6,1611,2554526.98,1841334.82
Sucursal Norte,Pepsi,2021,6,8542,18578459.83,12589589.24
Sucursal Centro,Coca Cola,2021,6,9915,24842277.55,16777815.55
Sucursal Centro,Fanta,2021,6,1523,2348271.08,1481029.05
Sucursal Centro,Sprite,2021,6,7214,15124077.76,11015423.67
Sucursal Centro,7 Up,2021,6,1556,2166069.53,1463981.14
Sucursal Centro,Pepsi,2021,6,7600,15115259.43,10605046.77
Sucursal Sur,Coca Cola,2021,6,10139,27514750.84,17273981.15
Sucursal Sur,Fanta,2021,6,1497,2293890.57,1730663.42
Sucursal Sur,Sprite,2021,6,7879,15349301.52,12230925.54
Sucursal Sur,7 Up,2021,6,1561,2498971.3,1710657.96
Sucursal Sur,Pepsi,2021,6,7336,15582056.44,9690512.12
Sucursal Norte,Coca Cola,2021,7,10899,27124642.39,18319448.61
Sucursal Norte,Fanta,2021,7,1578,2057275.38,1593449.5
Sucursal Norte,Sprite,2021,7,7071,13632717.72,9910369.66
Sucursal Norte,7 Up,2021,7,1567,2442303.51,1756439.87
Sucursal Norte,Pepsi,2021,7,8311,17036514.31,11898831.2
Sucursal Centro,Coca Cola,2021,7,10865,29533875.66,20283881.81
Sucursal Centro,Fanta,2021,7,1473,2249924.93,1705643.85
Sucursal Centro,Sprite,2021,7,7845,15792174.6,9957762.17
Sucursal Centro,7 Up,2021,7,1647,2366672.41,1541992.18
Sucursal Centro,Pepsi,2021,7,8727,16681502.26,13046119.49
Sucursal Sur,Coca Cola,2021,7,11868,28367067.89,21388503.38
Sucursal Sur,Fanta,2021,7,1629,2115868.75,1687141.62
Sucursal Sur,Sprite,2021,7,7222,14879801.4,11151909.93
Sucursal Sur,7 Up,2021,7,1626,2199028.28,1669221.83
Sucursal Sur,Pepsi,2021,7,8772,18615231.42,13103556.76
Sucursal Norte,Coca Cola,2021,8,10003,27278299.23,18448456.67
Sucursal Norte,Fanta,2021,8,1527,2225239.42,1705432.73
Sucursal Norte,Sprite,2021,8,6650,14725801.06,8981592.6
Sucursal Norte,7 Up,2021,8,1590,2378713.9,1571181.21
Sucursal Norte,Pepsi,2021,8,7770,14420386.73,9452385.94
Sucursal Centro,Coca Cola,2021,8,11663,28173997.93,20949290.64
Sucursal Centro,Fanta,2021,8,1488,2299452.39,1535008.68
Sucursal Centro,Sprite,2021,8,6576,14721137.3,11008929.91
Sucursal Centro,7 Up,2021,8,1513,2482531.03,1751557.78
Sucursal Centro,Pepsi,2021,8,8239,17057037.87,13090813.9
Sucursal Sur,Coca Cola,2021,8,10449,26869291.46,18519601.15
Sucursal Sur,Fanta,2021,8,1588,2448609.16,1594922.74
Sucursal Sur,Sprite,2021,8,7373,14331046.3,9189334.59
Sucursal Sur,7 Up,2021,8,1425,1967441.53,1208883.58
Sucursal Sur,Pepsi,2021,8,7679,16940281.6,12600467.22
Sucursal Norte,Coca Cola,2021,9,10448,25831092.07,16117172.53
Sucursal Norte,Fanta,2021,9,1689,2613245.47,1826346.81
Sucursal Norte,Sprite,2021,9,6764,13898718.93,9192199.3
Sucursal Norte,7 Up,2021,9,1538,2259628.44,1650614.27
Sucursal Norte,Pepsi,2021,9,8666,17285341.86,10559849.11
Sucursal Centro,Coca Cola,2021,9,10008,24763549.72,15596733.6
Sucursal Centro,Fanta,2021,9,1566,2212455.44,1414355.88
Sucursal Centro,Sprite,2021,9,7385,15212175.44,10815036.36
Sucursal Centro,7 Up,2021,9,1443,2231852.81,1687041.31
Sucursal Centro,Pepsi,2021,9,8671,16390061.98,12252433.24
Sucursal Sur,Coca Cola,2021,9,10755,27671227.23,20020197.71
Sucursal Sur,Fanta,2021,9,1742,2605581.98,1759077.55
Sucursal Sur,Sprite,2021,9,7655,16441290.77,12554050.21
Sucursal Sur,7 Up,2021,9,1525,2228446.16,1739244.8
Sucursal Sur,Pepsi,2021,9,7852,16885934.79,12488824.19
Sucursal Norte,Coca Cola,2021,10,10002,28464576.13,18404796.05
Sucursal Norte,Fanta,2021,10,1654,2538160.24,1738757.32
Sucursal Norte,Sprite,2021,10,7753,17742875.16,11113958.72
Sucursal Norte,7 Up,2021,10,1564,2513059.89,1904523.35
Sucursal Norte,Pepsi,2021,10,7813,16895959.41,13395044.95
Sucursal Centro,Coca Cola,2021,10,11643,32149856.78,24604238.51
Sucursal Centro,Fanta,2021,10,1727,2241356.2,1384857.48
Sucursal Centro,Sprite,2021,10,7306,14410908.16,10159641.94
Sucursal Centro,7 Up,2021,10,1432,2061565.7,1423842.57
Sucursal Centro,Pepsi,2021,10,8516,17054481.53,10480164.76
Sucursal Sur,Coca Cola,2021,10,10217,29088066.62,21960973.88
Sucursal Sur,Fanta,2021,10,1705,2228508.4,1596820.53
Sucursal Sur,Sprite,2021,10,7403,15281618.13,11170044.87
Sucursal Sur,7 Up,2021,10,1646,2698050.26,1719460.73
Sucursal Sur,Pepsi,2021,10,8345,16931084.98,10623230.72
Sucursal Norte,Coca Cola,2021,11,10863,27843963.58,22045470.2
Sucursal Norte,Fanta,2021,11,1589,2301235.3,1635333.05
Sucursal Norte,Sprite,2021,11,6925,14373952.24,8759444.61
Sucursal Norte,7 Up,2021,11,1474,2372388.48,1742927.01
Sucursal Norte,Pepsi,2021,11,8091,17860272.77,13365488.6
Sucursal Centro,Coca Cola,2021,11,10786,27947805.83,18761816.36
Sucursal Centro,Fanta,2021,11,1503,2275578.67,1489815.12
Sucursal Centro,Sprite,2021,11,7567,14682695.45,10698416.29
Sucursal Centro,7 Up,2021,11,1624,2543388.99,1807755.32
Sucursal Centro,Pepsi,2021,11,7844,17255342.44,13739031.52
Sucursal Sur,Coca Cola,2021,11,12098,32866551.19,20920961.83
Sucursal Sur,Fanta,2021,11,1617,2210350.0,1418328.97
Sucursal Sur,Sprite,2021,11,6806,15256818.33,9894872.21
Sucursal Sur,7 Up,2021,11,1427,2192386.58,1396953.4
Sucursal Sur,Pepsi,2021,11,8300,16263477.92,9863345.77
Sucursal Norte,Coca Cola,2021,12,11678,32412744.34,25328610.3
Sucursal Norte,Fanta,2021,12,1625,2507091.96,1673558.57
Sucursal Norte,Sprite,2021,12,6869,15691728.8,9427396.03
Sucursal Norte,7 Up,2021,12,1521,2308556.62,1643581.66
Sucursal Norte,Pepsi,2021,12,7906,16354079.69,10997885.55
Sucursal Centro,Coca Cola,2021,12,10846,29504078.58,19429292.44
Sucursal Centro,Fanta,2021,12,1466,2091427.39,1401121.92
Sucursal Centro,Sprite,2021,12,7526,17197743.22,11176967.86
Sucursal Centro,7 Up,2021,12,1453,2271156.48,1524255.05
Sucursal Centro,Pepsi,2021,12,7663,15047139.51,9411046.15
Sucursal Sur,Coca Cola,2021,12,12020,34220900.18,26085672.57
Sucursal Sur,Fanta,2021,12,1525,2372728.2,1817734.75
Sucursal Sur,Sprite,2021,12,7285,15157485.67,9417132.95
Sucursal Sur,7 Up,2021,12,1620,2617478.07,1579307.8
Sucursal Sur,Pepsi,2021,12,8691,19036744.42,11517241.94
Sucursal Norte,Coca Cola,2022,1,12660,42084530.27,27289759.18
Sucursal Norte,Fanta,2022,1,1360,1722031.91,1258516.32
Sucursal Norte,Sprite,2022,1,6768,16104385.15,10296560.95
Sucursal Norte,7 Up,2022,1,2306,3208700.61,2545844.5
Sucursal Norte,Pepsi,2022,1,8334,18875566.02,14014179.77
Sucursal Centro,Coca Cola,2022,1,11468,40732095.81,30351512.94
Sucursal Centro,Fanta,2022,1,1217,1483796.36,912449.78
Sucursal Centro,Sprite,2022,1,6309,13855205.95,11073415.18
Sucursal Centro,7 Up,2022,1,2328,3266787.92,2201513.39
Sucursal Centro,Pepsi,2022,1,7718,17133005.09,10377840.84
Sucursal Sur,Coca Cola,2022,1,12475,44784868.3,35765335.23
Sucursal Sur,Fanta,2022,1,1157,1311011.56,960343.36
Sucursal Sur,Sprite,2022,1,7013,17106333.81,13310153.53
Sucursal Sur,7 Up,2022,1,2381,3822844.41,2927903.14
Sucursal Sur,Pepsi,2022,1,7440,17584559.57,12286290.09
Sucursal Norte,Coca Cola,2022,2,11862,38934847.05,26396460.5
Sucursal Norte,Fanta,2022,2,1345,1683696.65,1046425.53
Sucursal Norte,Sprite,2022,2,6227,13155537.03,9019403.7
Sucursal Norte,7 Up,2022,2,2393,3559118.23,2265722.72
Sucursal Norte,Pepsi,2022,2,7968,18526170.69,13818793.28
Sucursal Centro,Coca Cola,2022,2,11016,38624985.21,23545382.13
Sucursal Centro,Fanta,2022,2,1162,1279020.41,920355.66
Sucursal Centro,Sprite,2022,2,7081,15978618.48,12736432.83
Sucursal Centro,7 Up,2022,2,2250,3186643.81,2036754.32
Sucursal Centro,Pepsi,2022,2,8686,21569477.18,13380050.91
Sucursal Sur,Coca Cola,2022,2,12380,39129315.27,23773007.08
Sucursal Sur,Fanta,2022,2,1188,1418021.4,879227.49
Sucursal Sur,Sprite,2022,2,6972,16954512.96,11661983.25
Sucursal Sur,7 Up,2022,2,2254,3665151.97,2720985.82
Sucursal Sur,Pepsi,2022,2,8297,19396898.62,13058666.66
Sucursal Norte,Coca Cola,2022,3,11193,37700423.48,23414998.6
Sucursal Norte,Fanta,2022,3,1229,1534844.23,960752.7
Sucursal Norte,Sprite,2022,3,6713,16757505.64,12656462.23
Sucursal Norte,7 Up,2022,3,2107,3348149.86,2279635.2
Sucursal Norte,Pepsi,2022,3,8609,19131703.76,15029652.84
Sucursal Centro,Coca Cola,2022,3,12329,38573213.75,25069230.64
Sucursal Centro,Fanta,2022,3,1340,1455870.88,1125263.65
Sucursal Centro,Sprite,2022,3,7078,16319102.37,10205679.59
Sucursal Centro,7 Up,2022,3,2067,3221692.42,1999150.4
Sucursal Centro,Pepsi,2022,3,8690,22099684.48,13446585.42
Sucursal Sur,Coca Cola,2022,3,12355,42868345.36,33385284.02
Sucursal Sur,Fanta,2022,3,1211,1335492.42,849430.3
Sucursal Sur,Sprite,2022,3,6420,14895446.24,11471211.31
