Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,Chardonnay,2020,3,4307,12507614.26,9352005.85
Sucursal Sur,Sauvignon Blanc,2020,3,3183,8074211.48,5270001.21
Sucursal Norte,Cabernet Sauvignon,2020,4,5249,15185387.24,9303923.37
Sucursal Norte,Merlot,2020,4,3642,8916042.71,6962048.45
Sucursal Norte,Pinot Noir,2020,4,2815,9297157.26,6671331.99
Sucursal Norte,Chardonnay,2020,4,4843,13418118.15,10219811.51
Sucursal Norte,Sauvignon Blanc,2020,4,3741,9189688.02,6068601.12
Sucursal Centro,Cabernet Sauvignon,2020,4,4923,14670839.89,11471474.78
Sucursal Centro,Merlot,2020,4,4187,10407272.8,7024907.33
Sucursal Centro,Pinot Noir,2020,4,2728,8851170.65,7065590.19
Sucursal Centro,Chardonnay,2020,4,4266,11008697.7,7251659.79
Sucursal Centro,Sauvignon Blanc,2020,4,3655,10447847.83,7771524.73
Sucursal Sur,Cabernet Sauvignon,2020,4,4639,14687323.04,11073976.51
Sucursal Sur,Merlot,2020,4,3739,9582836.47,6106291.66
Sucursal Sur,Pinot Noir,2020,4,3131,11844238.88,9326760.05
Sucursal Sur,Chardonnay,2020,4,4660,12933748.66,7884542.65
Sucursal Sur,Sauvignon Blanc,2020,4,3670,10173397.8,7064450.13
Sucursal Norte,Cabernet Sauvignon,2020,5,5022,16155928.67,12674817.46
Sucursal Norte,Merlot,2020,5,4348,10636943.83,7915592.87
Sucursal Norte,Pinot Noir,2020,5,3064,11647977.74,7423738.14
Sucursal Norte,Chardonnay,2020,5,4451,12950085.25,10247101.17
Sucursal Norte,Sauvignon Blanc,2020,5,3830,9983497.61,7334121.38
Sucursal Centro,Cabernet Sauvignon,2020,5,4781,15699177.97,10525829.79
Sucursal Centro,Merlot,2020,5,4009,9996103.63,6192028.12
Sucursal Centro,Pinot Noir,2020,5,2956,9696891.4,6727478.52
Sucursal Centro,Chardonnay,2020,5,4193,12597643.7,9081205.2
Sucursal Centro,Sauvignon Blanc,2020,5,3817,10604022.87,8368493.8
Sucursal Sur,Cabernet Sauvignon,2020,5,4609,14698946.96,10173357.91
Sucursal Sur,Merlot,2020,5,3961,10548738.53,7164258.34
Sucursal Sur,Pinot Noir,2020,5,2940,9877097.58,6162450.69
Sucursal Sur,Chardonnay,2020,5,4948,14343805.68,11077592.71
Sucursal Sur,Sauvignon Blanc,2020,5,3163,7816800.27,4754213.53
Sucursal Norte,Cabernet Sauvignon,2020,6,5162,16712155.23,12445447.68
Sucursal Norte,Merlot,2020,6,4308,11726025.53,7089042.02
Sucursal Norte,Pinot Noir,2020,6,3083,9805592.33,7139162.42
Sucursal Norte,Chardonnay,2020,6,4629,12723569.2,8339322.08
Sucursal Norte,Sauvignon Blanc,2020,6,3703,10008492.08,7667642.83
Sucursal Centro,Cabernet Sauvignon,2020,6,4563,13450942.39,9105056.02
Sucursal Centro,Merlot,2020,6,3730,10205362.17,7624775.01
Sucursal Centro,Pinot Noir,2020,6,2930,10938689.42,6855797.14
Sucursal Centro,Chardonnay,2020,6,4763,13021345.59,9265678.03
Sucursal Centro,Sauvignon Blanc,2020,6,3811,9795046.67,6546659.93
Sucursal Sur,Cabernet Sauvignon,2020,6,4729,14903171.43,9687261.49
Sucursal Sur,Merlot,2020,6,4064,9409096.79,6127675.26
Sucursal Sur,Pinot Noir,2020,6,2729,8774548.03,5936251.13
Sucursal Sur,Chardonnay,2020,6,4606,12719157.35,9837045.98
Sucursal Sur,Sauvignon Blanc,2020,6,3566,9176420.65,6679940.76
Sucursal Norte,Cabernet Sauvignon,2020,7,4892,13219483.16,9567634.76
Sucursal Norte,Merlot,2020,7,3937,8982377.89,5902157.7
Sucursal Norte,Pinot Noir,2020,7,2772,10019669.46,7638820.84
Sucursal Norte,Chardonnay,2020,7,4664,13761451.23,8784586.93
Sucursal Norte,Sauvignon Blanc,2020,7,3499,9192380.67,6592116.18
Sucursal Centro,Cabernet Sauvignon,2020,7,5034,13694307.32,10808596.07
Sucursal Centro,Merlot,2020,7,4038,9712520.81,6396829.01
Sucursal Centro,Pinot Noir,2020,7,2847,10520365.56,7208605.98
Sucursal Centro,Chardonnay,2020,7,4353,13356382.51,10205390.3
Sucursal Centro,Sauvignon Blanc,2020,7,3835,9681336.39,6263121.91
Sucursal Sur,Cabernet Sauvignon,2020,7,5080,16463128.75,10506064.39
Sucursal Sur,Merlot,2020,7,3888,9900464.44,6964110.5
Sucursal Sur,Pinot Noir,2020,7,2724,9922803.47,6281005.84
Sucursal Sur,Chardonnay,2020,7,4338,10955451.09,6978552.32
Sucursal Sur,Sauvignon Blanc,2020,7,3297,8632539.42,6614084.42
Sucursal Norte,Cabernet Sauvignon,2020,8,4557,14322614.62,8840136.13
Sucursal Norte,Merlot,2020,8,4155,9504217.55,6043436.88
Sucursal Norte,Pinot Noir,2020,8,2860,10541718.67,7765974.25
Sucursal Norte,Chardonnay,2020,8,4213,10830654.39,6965603.26
Sucursal Norte,Sauvignon Blanc,2020,8,3335,9488712.23,6783567.87
Sucursal Centro,Cabernet Sauvignon,2020,8,5454,14822879.3,11755945.53
Sucursal Centro,Merlot,2020,8,3737,9198267.17,5866255.1
Sucursal Centro,Pinot Noir,2020,8,3264,11575709.34,8095644.04
Sucursal Centro,Chardonnay,2020,8,4157,10939837.42,8044182.38
Sucursal Centro,Sauvignon Blanc,2020,8,3397,9227508.85,6002619.25
Sucursal Sur,Cabernet Sauvignon,2020,8,5378,17045971.33,12563509.39
Sucursal Sur,Merlot,2020,8,3725,8637120.01,5948659.49
Sucursal Sur,Pinot Noir,2020,8,2746,8718367.15,6787879.34
Sucursal Sur,Chardonnay,2020,8,4790,14410904.08,9365578.76
Sucursal Sur,Sauvignon Blanc,2020,8,3171,8406602.51,5082620.76
Sucursal Norte,Cabernet Sauvignon,2020,9,4590,14528756.23,8749538.6
Sucursal Norte,Merlot,2020,9,3877,9451034.43,7502531.94
Sucursal Norte,Pinot Noir,2020,9,2928,11137530.73,7188789.52
Sucursal Norte,Chardonnay,2020,9,4161,11266692.82,8561354.76
Sucursal Norte,Sauvignon Blanc,2020,9,3487,8256527.2,5844264.11
Sucursal Centro,Cabernet Sauvignon,2020,9,4959,13740351.56,8254620.51
Sucursal Centro,Merlot,2020,9,3813,10061342.63,7657989.85
Sucursal Centro,Pinot Noir,2020,9,2790,10487543.61,6486337.9
Sucursal Centro,Chardonnay,2020,9,4667,12063489.65,8443074.03
Sucursal Centro,Sauvignon Blanc,2020,9,3626,9040089.88,6384899.68
Sucursal Sur,Cabernet Sauvignon,2020,9,4952,14198700.02,9227473.83
Sucursal Sur,Merlot,2020,9,4091,11205444.46,7935558.34
Sucursal Sur,Pinot Noir,2020,9,3040,11062988.74,8846639.05
Sucursal Sur,Chardonnay,2020,9,4797,14710661.73,11296972.95
Sucursal Sur,Sauvignon Blanc,2020,9,3335,8124990.69,5626083.71
Sucursal Norte,Cabernet Sauvignon,2020,10,5376,17055560.6,12825088.21
Sucursal Norte,Merlot,2020,10,3659,8454199.38,5633665.44
Sucursal Norte,Pinot Noir,2020,10,2937,11209365.65,7300598.94
Sucursal Norte,Chardonnay,2020,10,4326,12503342.95,7791469.42
Sucursal Norte,Sauvignon Blanc,2020,10,3392,8004445.86,4865817.89
Sucursal Centro,Cabernet Sauvignon,2020,10,4905,14776643.54,11736864.8
Sucursal Centro,Merlot,2020,10,4107,10507566.71,7233594.86
Sucursal Centro,Pinot Noir,2020,10,3008,9486082.92,6753227.31
Sucursal Centro,Chardonnay,2020,10,4554,12382938.49,8415297.18
Sucursal Centro,Sauvignon Blanc,2020,10,3274,8860707.66,5913853.89
Sucursal Sur,Cabernet Sauvignon,2020,10,4696,13204868.22,8536321.74
Sucursal Sur,Merlot,2020,10,4278,11505529.45,9101252.16
Sucursal Sur,Pinot Noir,2020,10,3051,10466024.2,7623118.26
Sucursal Sur,Chardonnay,2020,10,4068,11517114.75,7971510.78
Sucursal Sur,Sauvignon Blanc,2020,10,3592,8866769.16,6289844.69
Sucursal Norte,Cabernet Sauvignon,2020,11,4604,12645041.75,7634319.93
Sucursal Norte,Merlot,2020,11,4273,10197785.88,7398233.12
Sucursal Norte,Pinot Noir,2020,11,2834,9390331.13,5768393.89
Sucursal Norte,Chardonnay,2020,11,4118,10653755.66,7905575.23
Sucursal Norte,Sauvignon Blanc,2020,11,3261,8440130.61,5620973.49
Sucursal Centro,Cabernet Sauvignon,2020,11,4962,13913904.0,9676348.9
Sucursal Centro,Merlot,2020,11,4191,10885656.24,7525393.14
Sucursal Centro,Pinot Noir,2020,11,3018,10092283.53,7310722.5
Sucursal Centro,Chardonnay,2020,11,4913,13879005.54,9318142.13
Sucursal Centro,Sauvignon Blanc,2020,11,3628,9460326.05,5776764.75
Sucursal Sur,Cabernet Sauvignon,2020,11,4723,15278855.2,10942093.07
Sucursal Sur,Merlot,2020,11,4264,11148961.8,8857453.79
Sucursal Sur,Pinot Noir,2020,11,3172,11367363.9,8523925.72
Sucursal Sur,Chardonnay,2020,11,4367,12773481.5,10214150.31
Sucursal Sur,Sauvignon Blanc,2020,11,3686,9004191.1,6447440.4
Sucursal Norte,Cabernet Sauvignon,2020,12,5066,16375144.35,12381121.24
Sucursal Norte,Merlot,2020,12,3711,9181625.72,6017875.96
Sucursal Norte,Pinot Noir,2020,12,2954,10973009.16,8375646.6
Sucursal Norte,Chardonnay,2020,12,4741,13663449.69,10063198.05
Sucursal Norte,Sauvignon Blanc,2020,12,3760,8971036.06,6212079.83
Sucursal Centro,Cabernet Sauvignon,2020,12,5426,15202988.28,9504499.92
Sucursal Centro,Merlot,2020,12,3702,8667415.3,5491264.54
Sucursal Centro,Pinot Noir,2020,12,2753,8870971.24,6723604.45
Sucursal Centro,Chardonnay,2020,12,4911,12645520.17,8008954.71
Sucursal Centro,Sauvignon Blanc,2020,12,3217,8418585.32,6555848.1
Sucursal Sur,Cabernet Sauvignon,2020,12,4962,14911368.32,11329174.75
Sucursal Sur,Merlot,2020,12,3702,8785083.77,6692090.38
Sucursal Sur,Pinot Noir,2020,12,3254,11384544.81,8655226.52
Sucursal Sur,Chardonnay,2020,12,4829,13794201.88,8752230.84
Sucursal Sur,Sauvignon Blanc,2020,12,3346,8898693.23,6793504.24
Sucursal Norte,Cabernet Sauvignon,2021,1,4952,19101647.51,11698593.94
Sucursal Norte,Merlot,2021,1,4162,11940644.67,8272274.66
Sucursal Norte,Pinot Noir,2021,1,3865,18374816.82,11053972.7
Sucursal Norte,Chardonnay,2021,1,4962,15120290.34,9732539.04
Sucursal Norte,Sauvignon Blanc,2021,1,3420,9559893.59,6885046.11
Sucursal Centro,Cabernet Sauvignon,2021,1,5777,22795783.79,17509328.01
Sucursal Centro,Merlot,2021,1,3692,10494001.07,7973174.88
Sucursal Centro,Pinot Noir,2021,1,3804,16456077.02,10170302.74
Sucursal Centro,Chardonnay,2021,1,4562,15300347.51,11840737.83
Sucursal Centro,Sauvignon Blanc,2021,1,3260,9432352.17,5839184.62
Sucursal Sur,Cabernet Sauvignon,2021,1,5596,22049748.0,13598157.69
Sucursal Sur,Merlot,2021,1,3952,10516895.98,7316704.26
Sucursal Sur,Pinot Noir,2021,1,3459,17111108.62,12639764.91
Sucursal Sur,Chardonnay,2021,1,5131,16944971.95,13454816.44
Sucursal Sur,Sauvignon Blanc,2021,1,3709,11396677.72,8676146.37
Sucursal Norte,Cabernet Sauvignon,2021,2,5475,20414012.68,13933896.38
Sucursal Norte,Merlot,2021,2,4064,12168391.76,9720956.66
Sucursal Norte,Pinot Noir,2021,2,3899,16718910.13,11980240.01
Sucursal Norte,Chardonnay,2021,2,5006,17430093.73,13568038.56
Sucursal Norte,Sauvignon Blanc,2021,2,3796,11156084.56,7024071.52
Sucursal Centro,Cabernet Sauvignon,2021,2,5918,20493085.88,13852255.61
Sucursal Centro,Merlot,2021,2,4295,12565087.68,9356779.85
Sucursal Centro,Pinot Noir,2021,2,3581,15562090.29,11190688.51
Sucursal Centro,Chardonnay,2021,2,4641,15843642.87,10908022.56
Sucursal Centro,Sauvignon Blanc,2021,2,3620,10553334.33,8072720.82
Sucursal Sur,Cabernet Sauvignon,2021,2,5705,18494383.88,12102929.36
Sucursal Sur,Merlot,2021,2,3815,11458390.83,7978322.9
Sucursal Sur,Pinot Noir,2021,2,3310,15027206.29,11046713.24
Sucursal Sur,Chardonnay,2021,2,5332,17334096.97,12784097.67
Sucursal Sur,Sauvignon Blanc,2021,2,3616,11163208.5,7518776.43
Sucursal Norte,Cabernet Sauvignon,2021,3,4980,16907324.34,12396275.83
Sucursal Norte,Merlot,2021,3,3832,9850528.85,7219309.77
Sucursal Norte,Pinot Noir,2021,3,3350,16508104.26,10481585.87
Sucursal Norte,Chardonnay,2021,3,4890,15138437.56,11363817.0
Sucursal Norte,Sauvignon Blanc,2021,3,3457,9003819.41,5873469.35
Sucursal Centro,Cabernet Sauvignon,2021,3,5013,18277790.69,12904819.48
Sucursal Centro,Merlot,2021,3,4022,11065378.07,8307766.26
Sucursal Centro,Pinot Noir,2021,3,3651,15302738.23,11890067.11
Sucursal Centro,Chardonnay,2021,3,4600,15283732.91,10430289.28
Sucursal Centro,Sauvignon Blanc,2021,3,3588,9456256.98,5800394.54
Sucursal Sur,Cabernet Sauvignon,2021,3,5920,19228866.0,12024651.53
Sucursal Sur,Merlot,2021,3,3802,9887249.84,6557795.58
Sucursal Sur,Pinot Noir,2021,3,3528,16783439.38,13014026.54
Sucursal Sur,Chardonnay,2021,3,4506,15389609.12,9965724.3
Sucursal Sur,Sauvignon Blanc,2021,3,3825,10731891.97,6491930.3
Sucursal Norte,Cabernet Sauvignon,2021,4,5513,19891735.6,13357966.81
Sucursal Norte,Merlot,2021,4,3955,10961115.37,8310444.2
Sucursal Norte,Pinot Noir,2021,4,3670,15504242.39,12115173.15
Sucursal Norte,Chardonnay,2021,4,5031,18118251.61,13455635.16
Sucursal Norte,Sauvignon Blanc,2021,4,3225,8773140.73,6730229.03
Sucursal Centro,Cabernet Sauvignon,2021,4,4961,19525006.2,12359548.43
Sucursal Centro,Merlot,2021,4,4387,12294983.88,9145762.47
Sucursal Centro,Pinot Noir,2021,4,3654,17833205.28,13498789.55
Sucursal Centro,Chardonnay,2021,4,4634,14239053.32,9959873.04
Sucursal Centro,Sauvignon Blanc,2021,4,3369,9132234.64,6391804.54
Sucursal Sur,Cabernet Sauvignon,2021,4,5199,18428892.48,12836537.81
Sucursal Sur,Merlot,2021,4,4260,12167269.17,7691672.72
Sucursal Sur,Pinot Noir,2021,4,3280,14422902.94,9040887.28
Sucursal Sur,Chardonnay,2021,4,4852,16620343.67,12848639.81
Sucursal Sur,Sauvignon Blanc,2021,4,3238,9025727.21,6157412.27
Sucursal Norte,Cabernet Sauvignon,2021,5,5286,19376225.79,13594085.61
Sucursal Norte,Merlot,2021,5,4281,12580382.67,7855954.84
Sucursal Norte,Pinot Noir,2021,5,3595,15428022.23,11087567.07
Sucursal Norte,Chardonnay,2021,5,4635,15673262.31,11501125.56
Sucursal Norte,Sauvignon Blanc,2021,5,3217,9889868.42,7063075.61
Sucursal Centro,Cabernet Sauvignon,2021,5,5831,22188859.6,14074745.21
Sucursal Centro,Merlot,2021,5,4276,11587857.16,8034609.45
Sucursal Centro,Pinot Noir,2021,5,3640,15468998.93,10486573.42
Sucursal Centro,Chardonnay,2021,5,5286,18688281.94,13112914.28
Sucursal Centro,Sauvignon Blanc,2021,5,3259,8959145.5,6949787.96
Sucursal Sur,Cabernet Sauvignon,2021,5,4950,19294787.33,12281732.93
Sucursal Sur,Merlot,2021,5,3728,9676098.59,7162559.82
Sucursal Sur,Pinot Noir,2021,5,3698,16772388.11,10501400.74
Sucursal Sur,Chardonnay,2021,5,4664,16412257.17,10411900.4
Sucursal Sur,Sauvignon Blanc,2021,5,3321,8969935.63,5769324.95
Sucursal Norte,Cabernet Sauvignon,2021,6,5376,20180213.43,13275523.24
Sucursal Norte,Merlot,2021,6,4320,11105400.14,7715343.16
Sucursal Norte,Pinot Noir,2021,6,3901,16240155.43,10112573.44
Sucursal Norte,Chardonnay,2021,6,4600,16701080.17,10364598.24
Sucursal Norte,Sauvignon Blanc,2021,6,3808,10828128.94,7009738.72
Sucursal Centro,Cabernet Sauvignon,2021,6,5350,17684853.86,11886788.27
Sucursal Centro,Merlot,2021,6,4301,11593361.6,7396559.25
Sucursal Centro,Pinot Noir,2021,6,3833,16447256.83,11548139.97
Sucursal Centro,Chardonnay,2021,6,5033,16833794.75,12307991.54
Sucursal Centro,Sauvignon Blanc,2021,6,3768,10786894.35,6960407.78
Sucursal Sur,Cabernet Sauvignon,2021,6,5422,19957286.29,13676342.81
Sucursal Sur,Merlot,2021,6,3715,10387192.03,8298605.79
Sucursal Sur,Pinot Noir,2021,6,3284,14524709.53,9137957.07
Sucursal Sur,Chardonnay,2021,6,4677,16852241.62,13426406.96
Sucursal Sur,Sauvignon Blanc,2021,6,3710,10467926.43,6682641.06
Sucursal Norte,Cabernet Sauvignon,2021,7,5800,19557195.59,12131141.66
Sucursal Norte,Merlot,2021,7,3698,11144551.78,8846149.65
Sucursal Norte,Pinot Noir,2021,7,3454,16744135.68,11987914.97
Sucursal Norte,Chardonnay,2021,7,5260,18017472.82,11089004.45
Sucursal Norte,Sauvignon Blanc,2021,7,3225,9309745.01,6707899.73
Sucursal Centro,Cabernet Sauvignon,2021,7,5151,17776376.48,11340030.35
Sucursal Centro,Merlot,2021,7,3813,9789856.35,7806295.6
Sucursal Centro,Pinot Noir,2021,7,3466,14573080.08,11269344.91
Sucursal Centro,Chardonnay,2021,7,4561,14492949.82,8751384.83
Sucursal Centro,Sauvignon Blanc,2021,7,3378,8848664.96,6811790.65
Sucursal Sur,Cabernet Sauvignon,2021,7,5892,19522950.41,15108161.12
Sucursal Sur,Merlot,2021,7,4287,10649844.34,7691309.69
Sucursal Sur,Pinot Noir,2021,7,3871,18585175.61,12466193.34
Sucursal Sur,Chardonnay,2021,7,5062,17443297.26,13460378.03
Sucursal Sur,Sauvignon Blanc,2021,7,3668,10066156.48,8027954.09
Sucursal Norte,Cabernet Sauvignon,2021,8,5282,17314748.25,10722031.38
Sucursal Norte,Merlot,2021,8,4300,12548548.25,8245672.16
Sucursal Norte,Pinot Noir,2021,8,3888,18407679.11,13486101.07
Sucursal Norte,Chardonnay,2021,8,4698,14282275.67,10009838.46
Sucursal Norte,Sauvignon Blanc,2021,8,3677,10174268.08,7465223.76
Sucursal Centro,Cabernet Sauvignon,2021,8,5952,22707259.94,17992088.49
Sucursal Centro,Merlot,2021,8,4078,11790492.69,9402195.27
Sucursal Centro,Pinot Noir,2021,8,3645,15398278.84,10500766.17
Sucursal Centro,Chardonnay,2021,8,5160,17067931.65,13124738.59
Sucursal Centro,Sauvignon Blanc,2021,8,3447,10397423.54,8062424.06
Sucursal Sur,Cabernet Sauvignon,2021,8,5321,18778864.36,14117038.25
Sucursal Sur,Merlot,2021,8,3715,11122826.37,8145408.49
Sucursal Sur,Pinot Noir,2021,8,3804,16040577.45,10425119.45
Sucursal Sur,Chardonnay,2021,8,5082,18016470.42,11683787.59
Sucursal Sur,Sauvignon Blanc,2021,8,3310,10307783.95,6995163.9
Sucursal Norte,Cabernet Sauvignon,2021,9,5209,17176417.81,13260591.56
Sucursal Norte,Merlot,2021,9,3775,11335035.51,8027386.86
Sucursal Norte,Pinot Noir,2021,9,3484,16576513.23,11204166.97
Sucursal Norte,Chardonnay,2021,9,4714,16371224.57,10753039.19
Sucursal Norte,Sauvignon Blanc,2021,9,3534,11090698.23,8608271.56
Sucursal Centro,Cabernet Sauvignon,2021,9,5052,18151110.65,14044918.73
Sucursal Centro,Merlot,2021,9,4377,12364301.23,8856630.82
Sucursal Centro,Pinot Noir,2021,9,3803,18729145.39,11321101.59
Sucursal Centro,Chardonnay,2021,9,5172,17137898.76,12530212.6
Sucursal Centro,Sauvignon Blanc,2021,9,3768,10722700.99,7586104.58
Sucursal Sur,Cabernet Sauvignon,2021,9,5263,19978027.78,12283498.24
Sucursal Sur,Merlot,2021,9,3721,10577643.36,8413080.36
Sucursal Sur,Pinot Noir,2021,9,3445,15832652.99,9871037.98
Sucursal Sur,Chardonnay,2021,9,5000,18007541.12,12220241.59
Sucursal Sur,Sauvignon Blanc,2021,9,3486,10627316.92,7226000.75
Sucursal Norte,Cabernet Sauvignon,2021,10,4996,17342331.86,12952159.53
Sucursal Norte,Merlot,2021,10,4129,11065765.49,7765160.16
Sucursal Norte,Pinot Noir,2021,10,3608,15412623.13,9358293.03
Sucursal Norte,Chardonnay,2021,10,4802,17664975.67,12410253.21
Sucursal Norte,Sauvignon Blanc,2021,10,3537,11091406.2,8214193.75
Sucursal Centro,Cabernet Sauvignon,2021,10,5250,17563492.2,12795934.1
Sucursal Centro,Merlot,2021,10,3671,9899392.54,7534919.76
Sucursal Centro,Pinot Noir,2021,10,3620,15689392.59,12031562.15
Sucursal Centro,Chardonnay,2021,10,4580,14964849.44,9302698.8
Sucursal Centro,Sauvignon Blanc,2021,10,3833,10677860.54,7684664.57
Sucursal Sur,Cabernet Sauvignon,2021,10,5156,17358443.88,11928200.73
Sucursal Sur,Merlot,2021,10,3936,11361759.31,7874423.49
Sucursal Sur,Pinot Noir,2021,10,3638,16985588.46,13220464.6
Sucursal Sur,Chardonnay,2021,10,4689,16037019.41,12533293.2
Sucursal Sur,Sauvignon Blanc,2021,10,3265,9092491.78,6758177.22
Sucursal Norte,Cabernet Sauvignon,2021,11,5650,19476520.8,14670163.34
Sucursal Norte,Merlot,2021,11,4222,12012105.4,8879470.04
Sucursal Norte,Pinot Noir,2021,11,3287,15240710.56,10125161.95
Sucursal Norte,Chardonnay,2021,11,4910,17435787.78,11555318.23
Sucursal Norte,Sauvignon Blanc,2021,11,3604,9740462.09,5914481.31
Sucursal Centro,Cabernet Sauvignon,2021,11,5652,19339562.55,12568388.65
Sucursal Centro,Merlot,2021,11,3762,11249208.95,7391748.8
Sucursal Centro,Pinot Noir,2021,11,3817,17155819.98,11152990.67
Sucursal Centro,Chardonnay,2021,11,4716,15995547.66,11364556.33
Sucursal Centro,Sauvignon Blanc,2021,11,3837,12004831.82,8619606.61
Sucursal Sur,Cabernet Sauvignon,2021,11,5546,18692687.69,11962838.21
Sucursal Sur,Merlot,2021,11,4359,13073381.27,8245939.37
Sucursal Sur,Pinot Noir,2021,11,3753,17194111.96,12177077.94
Sucursal Sur,Chardonnay,2021,11,4832,16778866.74,12652621.41
Sucursal Sur,Sauvignon Blanc,2021,11,3558,9484287.12,7258903.55
Sucursal Norte,Cabernet Sauvignon,2021,12,5160,18746473.55,11365448.77
Sucursal Norte,Merlot,2021,12,4280,10639445.15,7605301.19
Sucursal Norte,Pinot Noir,2021,12,3288,14683426.81,10079098.97
Sucursal Norte,Chardonnay,2021,12,4555,16137148.08,10205157.08
Sucursal Norte,Sauvignon Blanc,2021,12,3359,10542131.59,6498468.88
Sucursal Centro,Cabernet Sauvignon,2021,12,5437,20384705.6,13104877.49
Sucursal Centro,Merlot,2021,12,3907,10920007.61,8311873.68
Sucursal Centro,Pinot Noir,2021,12,3552,15566438.87,9609335.34
Sucursal Centro,Chardonnay,2021,12,5400,19330518.17,15201928.85
Sucursal Centro,Sauvignon Blanc,2021,12,3708,9926875.01,7424705.54
Sucursal Sur,Cabernet Sauvignon,2021,12,5421,18828879.69,12850489.45
Sucursal Sur,Merlot,2021,12,4142,11715316.96,9279950.09
Sucursal Sur,Pinot Noir,2021,12,3507,17329920.98,13808432.81
Sucursal Sur,Chardonnay,2021,12,5197,16683374.59,12619575.76
Sucursal Sur,Sauvignon Blanc,2021,12,3331,9032771.79,6932394.33
Sucursal Norte,Cabernet Sauvignon,2022,1,6075,24096358.3,14723094.97
Sucursal Norte,Merlot,2022,1,3826,12554413.75,10033658.49
Sucursal Norte,Pinot Noir,2022,1,4467,28174976.05,22330910.93
Sucursal Norte,Chardonnay,2022,1,5259,20750902.93,13854856.76
Sucursal Norte,Sauvignon Blanc,2022,1,3688,12053949.82,8000776.67
Sucursal Centro,Cabernet Sauvignon,2022,1,6120,24440509.59,17832729.85
Sucursal Centro,Merlot,2022,1,4124,13277343.09,9575454.74
Sucursal Centro,Pinot Noir,2022,1,4632,27638393.68,19563421.26
Sucursal Centro,Chardonnay,2022,1,5942,23735209.57,17786662.56
Sucursal Centro,Sauvignon Blanc,2022,1,3467,11718647.5,8170747.95
